time, m, h, n, V
41.7,0.0529325,0.596104,0.317676,-9.13871e-06
41.71,0.0529325,0.596104,0.317676,-9.34482e-06
41.72,0.0529325,0.596104,0.317676,-9.5496e-06
41.73,0.0529325,0.596104,0.317676,-9.75307e-06
41.74,0.0529325,0.596104,0.317676,-9.95521e-06
41.75,0.0529325,0.596104,0.317676,-1.0156e-05
41.76,0.0529325,0.596104,0.317676,-1.03556e-05
41.77,0.0529325,0.596104,0.317676,-1.05538e-05
41.78,0.0529325,0.596104,0.317676,-1.07507e-05
41.79,0.0529325,0.596104,0.317676,-1.09463e-05
41.8,0.0529325,0.596104,0.317676,-1.11405e-05
41.81,0.0529325,0.596104,0.317676,-1.13335e-05
41.82,0.0529325,0.596104,0.317676,-1.15252e-05
41.83,0.0529325,0.596104,0.317676,-1.17156e-05
41.84,0.0529325,0.596104,0.317676,-1.19047e-05
41.85,0.0529325,0.596104,0.317676,-1.20924e-05
41.86,0.0529325,0.596104,0.317676,-1.22789e-05
41.87,0.0529325,0.596104,0.317676,-1.24641e-05
41.88,0.0529325,0.596104,0.317676,-1.2648e-05
41.89,0.0529325,0.596104,0.317676,-1.28306e-05
41.9,0.0529325,0.596105,0.317676,-1.3012e-05
41.91,0.0529325,0.596105,0.317676,-1.3192e-05
41.92,0.0529325,0.596105,0.317676,-1.33708e-05
41.93,0.0529325,0.596105,0.317676,-1.35483e-05
41.94,0.0529325,0.596105,0.317676,-1.37245e-05
41.95,0.0529325,0.596105,0.317676,-1.38994e-05
41.96,0.0529325,0.596105,0.317676,-1.4073e-05
41.97,0.0529325,0.596105,0.317676,-1.42454e-05
41.98,0.0529325,0.596105,0.317676,-1.44165e-05
41.99,0.0529325,0.596105,0.317676,-1.45864e-05
42,0.0529325,0.596105,0.317676,-1.47549e-05
42.01,0.0529325,0.596105,0.317676,-1.49223e-05
42.02,0.0529326,0.596105,0.317676,-1.50883e-05
42.03,0.0529326,0.596105,0.317676,-1.52531e-05
42.04,0.0529326,0.596105,0.317676,-1.54166e-05
42.05,0.0529326,0.596105,0.317676,-1.55789e-05
42.06,0.0529326,0.596105,0.317676,-1.574e-05
42.07,0.0529326,0.596105,0.317676,-1.58997e-05
42.08,0.0529326,0.596105,0.317676,-1.60583e-05
42.09,0.0529326,0.596105,0.317676,-1.62156e-05
42.1,0.0529326,0.596105,0.317676,-1.63716e-05
42.11,0.0529326,0.596105,0.317676,-1.65264e-05
42.12,0.0529326,0.596105,0.317676,-1.668e-05
42.13,0.0529326,0.596105,0.317676,-1.68323e-05
42.14,0.0529326,0.596105,0.317676,-1.69834e-05
42.15,0.0529326,0.596105,0.317676,-1.71333e-05
42.16,0.0529326,0.596105,0.317676,-1.72819e-05
42.17,0.0529326,0.596105,0.317676,-1.74293e-05
42.18,0.0529326,0.596105,0.317676,-1.75755e-05
42.19,0.0529326,0.596105,0.317676,-1.77204e-05
42.2,0.0529326,0.596105,0.317676,-1.78642e-05
42.21,0.0529326,0.596105,0.317676,-1.80067e-05
42.22,0.0529326,0.596105,0.317676,-1.8148e-05
42.23,0.0529326,0.596105,0.317676,-1.82881e-05
42.24,0.0529326,0.596105,0.317676,-1.8427e-05
42.25,0.0529326,0.596105,0.317676,-1.85647e-05
42.26,0.0529326,0.596105,0.317676,-1.87012e-05
42.27,0.0529326,0.596105,0.317676,-1.88365e-05
42.28,0.0529326,0.596105,0.317676,-1.89706e-05
42.29,0.0529326,0.596105,0.317676,-1.91034e-05
42.3,0.0529326,0.596105,0.317676,-1.92351e-05
42.31,0.0529326,0.596105,0.317676,-1.93656e-05
42.32,0.0529326,0.596105,0.317676,-1.94949e-05
42.33,0.0529326,0.596105,0.317676,-1.96231e-05
42.34,0.0529326,0.596105,0.317676,-1.975e-05
42.35,0.0529326,0.596105,0.317676,-1.98758e-05
42.36,0.0529326,0.596105,0.317676,-2.00003e-05
42.37,0.0529326,0.596105,0.317676,-2.01237e-05
42.38,0.0529326,0.596105,0.317676,-2.0246e-05
42.39,0.0529326,0.596105,0.317676,-2.0367e-05
42.4,0.0529326,0.596105,0.317676,-2.04869e-05
42.41,0.0529326,0.596105,0.317676,-2.06057e-05
42.42,0.0529326,0.596105,0.317676,-2.07232e-05
42.43,0.0529326,0.596105,0.317676,-2.08396e-05
42.44,0.0529326,0.596105,0.317676,-2.09549e-05
42.45,0.0529326,0.596105,0.317676,-2.1069e-05
42.46,0.0529326,0.596106,0.317676,-2.11819e-05
42.47,0.0529326,0.596106,0.317676,-2.12937e-05
42.48,0.0529326,0.596106,0.317676,-2.14044e-05
42.49,0.0529326,0.596106,0.317676,-2.15139e-05
42.5,0.0529326,0.596106,0.317676,-2.16223e-05
42.51,0.0529326,0.596106,0.317676,-2.17295e-05
42.52,0.0529326,0.596106,0.317676,-2.18356e-05
42.53,0.0529326,0.596106,0.317676,-2.19406e-05
42.54,0.0529326,0.596106,0.317676,-2.20444e-05
42.55,0.0529326,0.596106,0.317676,-2.21471e-05
42.56,0.0529326,0.596106,0.317676,-2.22487e-05
42.57,0.0529326,0.596106,0.317676,-2.23492e-05
42.58,0.0529326,0.596106,0.317676,-2.24485e-05
42.59,0.0529326,0.596106,0.317676,-2.25467e-05
42.6,0.0529326,0.596106,0.317676,-2.26439e-05
42.61,0.0529326,0.596106,0.317676,-2.27399e-05
42.62,0.0529326,0.596106,0.317676,-2.28348e-05
42.63,0.0529326,0.596106,0.317676,-2.29286e-05
42.64,0.0529326,0.596106,0.317676,-2.30213e-05
42.65,0.0529326,0.596106,0.317676,-2.31129e-05
42.66,0.0529326,0.596106,0.317676,-2.32034e-05
42.67,0.0529326,0.596106,0.317676,-2.32928e-05
42.68,0.0529326,0.596106,0.317676,-2.33812e-05
42.69,0.0529326,0.596106,0.317676,-2.34684e-05
42.7,0.0529326,0.596106,0.317676,-2.35546e-05
42.71,0.0529326,0.596106,0.317676,-2.36397e-05
42.72,0.0529326,0.596106,0.317676,-2.37237e-05
42.73,0.0529326,0.596106,0.317676,-2.38066e-05
42.74,0.0529326,0.596106,0.317676,-2.38885e-05
42.75,0.0529326,0.596106,0.317676,-2.39693e-05
42.76,0.0529326,0.596106,0.317676,-2.4049e-05
42.77,0.0529326,0.596106,0.317676,-2.41277e-05
42.78,0.0529326,0.596106,0.317676,-2.42053e-05
42.79,0.0529326,0.596106,0.317676,-2.42818e-05
42.8,0.0529326,0.596106,0.317676,-2.43573e-05
42.81,0.0529326,0.596106,0.317676,-2.44318e-05
42.82,0.0529326,0.596106,0.317676,-2.45052e-05
42.83,0.0529326,0.596106,0.317676,-2.45776e-05
42.84,0.0529326,0.596106,0.317676,-2.46489e-05
42.85,0.0529326,0.596106,0.317676,-2.47192e-05
42.86,0.0529326,0.596106,0.317676,-2.47884e-05
42.87,0.0529326,0.596106,0.317676,-2.48567e-05
42.88,0.0529326,0.596106,0.317676,-2.49239e-05
42.89,0.0529326,0.596106,0.317676,-2.499e-05
42.9,0.0529326,0.596106,0.317676,-2.50552e-05
42.91,0.0529326,0.596106,0.317676,-2.51193e-05
42.92,0.0529326,0.596106,0.317676,-2.51824e-05
42.93,0.0529326,0.596106,0.317676,-2.52445e-05
42.94,0.0529326,0.596106,0.317676,-2.53056e-05
42.95,0.0529326,0.596106,0.317676,-2.53657e-05
42.96,0.0529326,0.596106,0.317676,-2.54248e-05
42.97,0.0529326,0.596106,0.317676,-2.54829e-05
42.98,0.0529326,0.596106,0.317676,-2.554e-05
42.99,0.0529326,0.596106,0.317676,-2.55961e-05
43,0.0529326,0.596106,0.317676,-2.56512e-05
43.01,0.0529326,0.596106,0.317676,-2.57053e-05
43.02,0.0529326,0.596106,0.317676,-2.57585e-05
43.03,0.0529326,0.596106,0.317676,-2.58106e-05
43.04,0.0529326,0.596106,0.317676,-2.58618e-05
43.05,0.0529326,0.596106,0.317676,-2.5912e-05
43.06,0.0529326,0.596106,0.317676,-2.59612e-05
43.07,0.0529326,0.596107,0.317676,-2.60095e-05
43.08,0.0529326,0.596107,0.317676,-2.60568e-05
43.09,0.0529326,0.596107,0.317676,-2.61032e-05
43.1,0.0529326,0.596107,0.317676,-2.61485e-05
43.11,0.0529326,0.596107,0.317676,-2.6193e-05
43.12,0.0529326,0.596107,0.317676,-2.62364e-05
43.13,0.0529326,0.596107,0.317676,-2.6279e-05
43.14,0.0529326,0.596107,0.317676,-2.63206e-05
43.15,0.0529326,0.596107,0.317676,-2.63612e-05
43.16,0.0529326,0.596107,0.317676,-2.64009e-05
43.17,0.0529326,0.596107,0.317676,-2.64397e-05
43.18,0.0529326,0.596107,0.317676,-2.64775e-05
43.19,0.0529326,0.596107,0.317676,-2.65144e-05
43.2,0.0529326,0.596107,0.317676,-2.65504e-05
43.21,0.0529326,0.596107,0.317676,-2.65855e-05
43.22,0.0529326,0.596107,0.317676,-2.66196e-05
43.23,0.0529326,0.596107,0.317676,-2.66528e-05
43.24,0.0529326,0.596107,0.317676,-2.66851e-05
43.25,0.0529326,0.596107,0.317676,-2.67165e-05
43.26,0.0529326,0.596107,0.317676,-2.6747e-05
43.27,0.0529326,0.596107,0.317676,-2.67766e-05
43.28,0.0529326,0.596107,0.317676,-2.68053e-05
43.29,0.0529326,0.596107,0.317676,-2.68331e-05
43.3,0.0529326,0.596107,0.317676,-2.686e-05
43.31,0.0529326,0.596107,0.317676,-2.68861e-05
43.32,0.0529326,0.596107,0.317676,-2.69112e-05
43.33,0.0529326,0.596107,0.317676,-2.69354e-05
43.34,0.0529326,0.596107,0.317676,-2.69588e-05
43.35,0.0529326,0.596107,0.317676,-2.69813e-05
43.36,0.0529326,0.596107,0.317676,-2.70029e-05
43.37,0.0529326,0.596107,0.317676,-2.70237e-05
43.38,0.0529326,0.596107,0.317676,-2.70436e-05
43.39,0.0529326,0.596107,0.317676,-2.70626e-05
43.4,0.0529326,0.596107,0.317676,-2.70808e-05
43.41,0.0529326,0.596107,0.317676,-2.70981e-05
43.42,0.0529326,0.596107,0.317676,-2.71145e-05
43.43,0.0529326,0.596107,0.317676,-2.71301e-05
43.44,0.0529326,0.596107,0.317676,-2.71449e-05
43.45,0.0529326,0.596107,0.317676,-2.71588e-05
43.46,0.0529326,0.596107,0.317676,-2.71719e-05
43.47,0.0529327,0.596107,0.317676,-2.71841e-05
43.48,0.0529327,0.596107,0.317676,-2.71955e-05
43.49,0.0529327,0.596107,0.317676,-2.72061e-05
43.5,0.0529327,0.596107,0.317676,-2.72159e-05
43.51,0.0529327,0.596107,0.317676,-2.72248e-05
43.52,0.0529327,0.596107,0.317676,-2.72329e-05
43.53,0.0529327,0.596107,0.317676,-2.72402e-05
43.54,0.0529327,0.596107,0.317676,-2.72467e-05
43.55,0.0529327,0.596107,0.317676,-2.72524e-05
43.56,0.0529327,0.596107,0.317676,-2.72572e-05
43.57,0.0529327,0.596107,0.317676,-2.72613e-05
43.58,0.0529327,0.596107,0.317676,-2.72646e-05
43.59,0.0529327,0.596107,0.317676,-2.7267e-05
43.6,0.0529327,0.596107,0.317676,-2.72687e-05
43.61,0.0529327,0.596107,0.317676,-2.72696e-05
43.62,0.0529327,0.596107,0.317676,-2.72697e-05
43.63,0.0529327,0.596107,0.317676,-2.7269e-05
43.64,0.0529327,0.596107,0.317676,-2.72676e-05
43.65,0.0529327,0.596107,0.317676,-2.72654e-05
43.66,0.0529327,0.596107,0.317676,-2.72623e-05
43.67,0.0529327,0.596107,0.317676,-2.72586e-05
43.68,0.0529327,0.596107,0.317676,-2.7254e-05
43.69,0.0529327,0.596107,0.317676,-2.72487e-05
43.7,0.0529327,0.596107,0.317676,-2.72427e-05
43.71,0.0529327,0.596107,0.317676,-2.72359e-05
43.72,0.0529327,0.596107,0.317676,-2.72283e-05
43.73,0.0529327,0.596107,0.317676,-2.722e-05
43.74,0.0529327,0.596108,0.317676,-2.72109e-05
43.75,0.0529327,0.596108,0.317676,-2.72011e-05
43.76,0.0529327,0.596108,0.317676,-2.71906e-05
43.77,0.0529327,0.596108,0.317676,-2.71793e-05
43.78,0.0529327,0.596108,0.317676,-2.71673e-05
43.79,0.0529327,0.596108,0.317676,-2.71546e-05
43.8,0.0529327,0.596108,0.317676,-2.71411e-05
43.81,0.0529327,0.596108,0.317676,-2.71269e-05
43.82,0.0529327,0.596108,0.317676,-2.7112e-05
43.83,0.0529327,0.596108,0.317676,-2.70964e-05
43.84,0.0529327,0.596108,0.317676,-2.70801e-05
43.85,0.0529327,0.596108,0.317676,-2.70631e-05
43.86,0.0529327,0.596108,0.317676,-2.70453e-05
43.87,0.0529327,0.596108,0.317676,-2.70269e-05
43.88,0.0529327,0.596108,0.317676,-2.70078e-05
43.89,0.0529327,0.596108,0.317676,-2.69879e-05
43.9,0.0529327,0.596108,0.317676,-2.69674e-05
43.91,0.0529327,0.596108,0.317676,-2.69462e-05
43.92,0.0529327,0.596108,0.317676,-2.69243e-05
43.93,0.0529327,0.596108,0.317676,-2.69017e-05
43.94,0.0529327,0.596108,0.317676,-2.68785e-05
43.95,0.0529327,0.596108,0.317676,-2.68546e-05
43.96,0.0529327,0.596108,0.317676,-2.683e-05
43.97,0.0529327,0.596108,0.317676,-2.68047e-05
43.98,0.0529327,0.596108,0.317676,-2.67788e-05
43.99,0.0529327,0.596108,0.317676,-2.67522e-05
44,0.0529327,0.596108,0.317676,-2.67249e-05
44.01,0.0529327,0.596108,0.317676,-2.6697e-05
44.02,0.0529327,0.596108,0.317676,-2.66685e-05
44.03,0.0529327,0.596108,0.317676,-2.66393e-05
44.04,0.0529327,0.596108,0.317676,-2.66095e-05
44.05,0.0529327,0.596108,0.317676,-2.6579e-05
44.06,0.0529327,0.596108,0.317676,-2.65479e-05
44.07,0.0529327,0.596108,0.317676,-2.65161e-05
44.08,0.0529327,0.596108,0.317676,-2.64837e-05
44.09,0.0529327,0.596108,0.317676,-2.64507e-05
44.1,0.0529327,0.596108,0.317676,-2.64171e-05
44.11,0.0529327,0.596108,0.317676,-2.63828e-05
44.12,0.0529327,0.596108,0.317676,-2.63479e-05
44.13,0.0529327,0.596108,0.317676,-2.63125e-05
44.14,0.0529327,0.596108,0.317676,-2.62764e-05
44.15,0.0529327,0.596108,0.317676,-2.62396e-05
44.16,0.0529327,0.596108,0.317676,-2.62023e-05
44.17,0.0529327,0.596108,0.317676,-2.61644e-05
44.18,0.0529327,0.596108,0.317676,-2.61259e-05
44.19,0.0529327,0.596108,0.317676,-2.60868e-05
44.2,0.0529327,0.596108,0.317676,-2.60471e-05
44.21,0.0529327,0.596108,0.317676,-2.60069e-05
44.22,0.0529327,0.596108,0.317676,-2.5966e-05
44.23,0.0529327,0.596108,0.317676,-2.59246e-05
44.24,0.0529327,0.596108,0.317676,-2.58825e-05
44.25,0.0529327,0.596108,0.317676,-2.58399e-05
44.26,0.0529327,0.596108,0.317676,-2.57968e-05
44.27,0.0529327,0.596108,0.317676,-2.5753e-05
44.28,0.0529327,0.596108,0.317676,-2.57087e-05
44.29,0.0529326,0.596108,0.317676,-2.56639e-05
44.3,0.0529326,0.596108,0.317676,-2.56185e-05
44.31,0.0529326,0.596108,0.317676,-2.55725e-05
44.32,0.0529326,0.596108,0.317676,-2.5526e-05
44.33,0.0529326,0.596108,0.317676,-2.54789e-05
44.34,0.0529326,0.596108,0.317676,-2.54313e-05
44.35,0.0529326,0.596108,0.317676,-2.53831e-05
44.36,0.0529326,0.596108,0.317676,-2.53345e-05
44.37,0.0529326,0.596108,0.317676,-2.52852e-05
44.38,0.0529326,0.596108,0.317676,-2.52355e-05
44.39,0.0529326,0.596108,0.317676,-2.51852e-05
44.4,0.0529326,0.596108,0.317676,-2.51344e-05
44.41,0.0529326,0.596108,0.317676,-2.50831e-05
44.42,0.0529326,0.596108,0.317676,-2.50312e-05
44.43,0.0529326,0.596108,0.317676,-2.49788e-05
44.44,0.0529326,0.596108,0.317676,-2.4926e-05
44.45,0.0529326,0.596108,0.317676,-2.48726e-05
44.46,0.0529326,0.596109,0.317676,-2.48187e-05
44.47,0.0529326,0.596109,0.317676,-2.47643e-05
44.48,0.0529326,0.596109,0.317676,-2.47094e-05
44.49,0.0529326,0.596109,0.317676,-2.4654e-05
44.5,0.0529326,0.596109,0.317676,-2.45981e-05
44.51,0.0529326,0.596109,0.317676,-2.45418e-05
44.52,0.0529326,0.596109,0.317676,-2.44849e-05
44.53,0.0529326,0.596109,0.317676,-2.44276e-05
44.54,0.0529326,0.596109,0.317676,-2.43698e-05
44.55,0.0529326,0.596109,0.317676,-2.43115e-05
44.56,0.0529326,0.596109,0.317676,-2.42527e-05
44.57,0.0529326,0.596109,0.317676,-2.41935e-05
44.58,0.0529326,0.596109,0.317676,-2.41338e-05
44.59,0.0529326,0.596109,0.317676,-2.40736e-05
44.6,0.0529326,0.596109,0.317676,-2.4013e-05
44.61,0.0529326,0.596109,0.317676,-2.39519e-05
44.62,0.0529326,0.596109,0.317676,-2.38904e-05
44.63,0.0529326,0.596109,0.317676,-2.38284e-05
44.64,0.0529326,0.596109,0.317676,-2.37659e-05
44.65,0.0529326,0.596109,0.317676,-2.37031e-05
44.66,0.0529326,0.596109,0.317676,-2.36397e-05
44.67,0.0529326,0.596109,0.317676,-2.3576e-05
44.68,0.0529326,0.596109,0.317676,-2.35118e-05
44.69,0.0529326,0.596109,0.317676,-2.34472e-05
44.7,0.0529326,0.596109,0.317676,-2.33821e-05
44.71,0.0529326,0.596109,0.317676,-2.33166e-05
44.72,0.0529326,0.596109,0.317676,-2.32507e-05
44.73,0.0529326,0.596109,0.317676,-2.31844e-05
44.74,0.0529326,0.596109,0.317676,-2.31177e-05
44.75,0.0529326,0.596109,0.317676,-2.30505e-05
44.76,0.0529326,0.596109,0.317676,-2.29829e-05
44.77,0.0529326,0.596109,0.317676,-2.2915e-05
44.78,0.0529326,0.596109,0.317676,-2.28466e-05
44.79,0.0529326,0.596109,0.317676,-2.27778e-05
44.8,0.0529326,0.596109,0.317676,-2.27087e-05
44.81,0.0529326,0.596109,0.317676,-2.26391e-05
44.82,0.0529326,0.596109,0.317676,-2.25691e-05
44.83,0.0529326,0.596109,0.317676,-2.24988e-05
44.84,0.0529326,0.596109,0.317676,-2.24281e-05
44.85,0.0529326,0.596109,0.317676,-2.23569e-05
44.86,0.0529326,0.596109,0.317676,-2.22854e-05
44.87,0.0529326,0.596109,0.317676,-2.22136e-05
44.88,0.0529326,0.596109,0.317676,-2.21413e-05
44.89,0.0529326,0.596109,0.317676,-2.20687e-05
44.9,0.0529326,0.596109,0.317676,-2.19957e-05
44.91,0.0529326,0.596109,0.317676,-2.19224e-05
44.92,0.0529326,0.596109,0.317676,-2.18487e-05
44.93,0.0529326,0.596109,0.317676,-2.17746e-05
44.94,0.0529326,0.596109,0.317676,-2.17002e-05
44.95,0.0529326,0.596109,0.317676,-2.16254e-05
44.96,0.0529326,0.596109,0.317676,-2.15503e-05
44.97,0.0529326,0.596109,0.317676,-2.14749e-05
44.98,0.0529326,0.596109,0.317676,-2.1399e-05
44.99,0.0529326,0.596109,0.317676,-2.13229e-05
45,0.0529326,0.596109,0.317676,-2.12464e-05
45.01,0.0529326,0.596109,0.317676,-2.11696e-05
45.02,0.0529326,0.596109,0.317676,-2.10924e-05
45.03,0.0529326,0.596109,0.317676,-2.1015e-05
45.04,0.0529326,0.596109,0.317676,-2.09372e-05
45.05,0.0529326,0.596109,0.317676,-2.0859e-05
45.06,0.0529326,0.596109,0.317676,-2.07806e-05
45.07,0.0529326,0.596109,0.317676,-2.07018e-05
45.08,0.0529326,0.596109,0.317676,-2.06227e-05
45.09,0.0529326,0.596109,0.317676,-2.05434e-05
45.1,0.0529326,0.596109,0.317676,-2.04637e-05
45.11,0.0529326,0.596109,0.317676,-2.03837e-05
45.12,0.0529326,0.596109,0.317676,-2.03034e-05
45.13,0.0529326,0.596109,0.317676,-2.02228e-05
45.14,0.0529326,0.596109,0.317676,-2.01419e-05
45.15,0.0529326,0.596109,0.317676,-2.00607e-05
45.16,0.0529326,0.596109,0.317676,-1.99792e-05
45.17,0.0529326,0.596109,0.317676,-1.98974e-05
45.18,0.0529326,0.596109,0.317676,-1.98154e-05
45.19,0.0529326,0.596109,0.317676,-1.9733e-05
45.2,0.0529326,0.596109,0.317676,-1.96504e-05
45.21,0.0529326,0.596109,0.317676,-1.95675e-05
45.22,0.0529326,0.596109,0.317676,-1.94844e-05
45.23,0.0529326,0.59611,0.317676,-1.94009e-05
45.24,0.0529326,0.59611,0.317676,-1.93172e-05
45.25,0.0529326,0.59611,0.317676,-1.92333e-05
45.26,0.0529326,0.59611,0.317676,-1.91491e-05
45.27,0.0529326,0.59611,0.317676,-1.90646e-05
45.28,0.0529326,0.59611,0.317676,-1.89798e-05
45.29,0.0529326,0.59611,0.317676,-1.88948e-05
45.3,0.0529326,0.59611,0.317676,-1.88096e-05
45.31,0.0529326,0.59611,0.317676,-1.87241e-05
45.32,0.0529326,0.59611,0.317676,-1.86384e-05
45.33,0.0529326,0.59611,0.317676,-1.85524e-05
45.34,0.0529326,0.59611,0.317676,-1.84662e-05
45.35,0.0529326,0.59611,0.317676,-1.83797e-05
45.36,0.0529326,0.59611,0.317676,-1.8293e-05
45.37,0.0529326,0.59611,0.317676,-1.82061e-05
45.38,0.0529326,0.59611,0.317676,-1.81189e-05
45.39,0.0529326,0.59611,0.317676,-1.80315e-05
45.4,0.0529326,0.59611,0.317676,-1.79439e-05
45.41,0.0529326,0.59611,0.317676,-1.78561e-05
45.42,0.0529326,0.59611,0.317676,-1.77681e-05
45.43,0.0529326,0.59611,0.317676,-1.76798e-05
45.44,0.0529326,0.59611,0.317676,-1.75914e-05
45.45,0.0529326,0.59611,0.317676,-1.75027e-05
45.46,0.0529326,0.59611,0.317676,-1.74138e-05
45.47,0.0529326,0.59611,0.317676,-1.73247e-05
45.48,0.0529326,0.59611,0.317676,-1.72354e-05
45.49,0.0529326,0.59611,0.317676,-1.71459e-05
45.5,0.0529326,0.59611,0.317676,-1.70562e-05
45.51,0.0529326,0.59611,0.317677,-1.69664e-05
45.52,0.0529326,0.59611,0.317677,-1.68763e-05
45.53,0.0529326,0.59611,0.317677,-1.6786e-05
45.54,0.0529326,0.59611,0.317677,-1.66956e-05
45.55,0.0529326,0.59611,0.317677,-1.66049e-05
45.56,0.0529326,0.59611,0.317677,-1.65141e-05
45.57,0.0529326,0.59611,0.317677,-1.64231e-05
45.58,0.0529326,0.59611,0.317677,-1.6332e-05
45.59,0.0529326,0.59611,0.317677,-1.62406e-05
45.6,0.0529326,0.59611,0.317677,-1.61491e-05
45.61,0.0529326,0.59611,0.317677,-1.60575e-05
45.62,0.0529326,0.59611,0.317677,-1.59656e-05
45.63,0.0529326,0.59611,0.317677,-1.58736e-05
45.64,0.0529326,0.59611,0.317677,-1.57815e-05
45.65,0.0529326,0.59611,0.317677,-1.56891e-05
45.66,0.0529326,0.59611,0.317677,-1.55967e-05
45.67,0.0529326,0.59611,0.317677,-1.5504e-05
45.68,0.0529326,0.59611,0.317677,-1.54113e-05
45.69,0.0529326,0.59611,0.317677,-1.53183e-05
45.7,0.0529326,0.59611,0.317677,-1.52253e-05
45.71,0.0529326,0.59611,0.317677,-1.5132e-05
45.72,0.0529326,0.59611,0.317677,-1.50387e-05
45.73,0.0529326,0.59611,0.317677,-1.49452e-05
45.74,0.0529326,0.59611,0.317677,-1.48516e-05
45.75,0.0529326,0.59611,0.317677,-1.47578e-05
45.76,0.0529326,0.59611,0.317677,-1.46639e-05
45.77,0.0529326,0.59611,0.317677,-1.45699e-05
45.78,0.0529326,0.59611,0.317677,-1.44758e-05
45.79,0.0529326,0.59611,0.317677,-1.43815e-05
45.8,0.0529326,0.59611,0.317677,-1.42871e-05
45.81,0.0529326,0.59611,0.317677,-1.41926e-05
45.82,0.0529326,0.59611,0.317677,-1.4098e-05
45.83,0.0529326,0.59611,0.317677,-1.40032e-05
45.84,0.0529326,0.59611,0.317677,-1.39084e-05
45.85,0.0529326,0.59611,0.317677,-1.38134e-05
45.86,0.0529326,0.59611,0.317677,-1.37184e-05
45.87,0.0529326,0.59611,0.317677,-1.36232e-05
45.88,0.0529326,0.59611,0.317677,-1.3528e-05
45.89,0.0529326,0.59611,0.317677,-1.34326e-05
45.9,0.0529326,0.59611,0.317677,-1.33371e-05
45.91,0.0529326,0.59611,0.317677,-1.32416e-05
45.92,0.0529326,0.59611,0.317677,-1.31459e-05
45.93,0.0529326,0.59611,0.317677,-1.30502e-05
45.94,0.0529326,0.59611,0.317677,-1.29544e-05
45.95,0.0529326,0.59611,0.317677,-1.28585e-05
45.96,0.0529326,0.59611,0.317677,-1.27625e-05
45.97,0.0529326,0.59611,0.317677,-1.26664e-05
45.98,0.0529326,0.59611,0.317677,-1.25703e-05
45.99,0.0529326,0.59611,0.317677,-1.2474e-05
46,0.0529326,0.59611,0.317677,-1.23777e-05
46.01,0.0529326,0.59611,0.317677,-1.22814e-05
46.02,0.0529326,0.59611,0.317677,-1.21849e-05
46.03,0.0529326,0.59611,0.317677,-1.20884e-05
46.04,0.0529326,0.59611,0.317677,-1.19918e-05
46.05,0.0529326,0.59611,0.317677,-1.18952e-05
46.06,0.0529326,0.59611,0.317677,-1.17985e-05
46.07,0.0529326,0.596111,0.317677,-1.17018e-05
46.08,0.0529326,0.596111,0.317677,-1.1605e-05
46.09,0.0529326,0.596111,0.317677,-1.15081e-05
46.1,0.0529326,0.596111,0.317677,-1.14112e-05
46.11,0.0529326,0.596111,0.317677,-1.13142e-05
46.12,0.0529326,0.596111,0.317677,-1.12172e-05
46.13,0.0529326,0.596111,0.317677,-1.11202e-05
46.14,0.0529326,0.596111,0.317677,-1.10231e-05
46.15,0.0529326,0.596111,0.317677,-1.09259e-05
46.16,0.0529326,0.596111,0.317677,-1.08287e-05
46.17,0.0529326,0.596111,0.317677,-1.07315e-05
46.18,0.0529326,0.596111,0.317677,-1.06343e-05
46.19,0.0529326,0.596111,0.317677,-1.0537e-05
46.2,0.0529326,0.596111,0.317677,-1.04397e-05
46.21,0.0529326,0.596111,0.317677,-1.03424e-05
46.22,0.0529326,0.596111,0.317677,-1.0245e-05
46.23,0.0529326,0.596111,0.317677,-1.01476e-05
46.24,0.0529326,0.596111,0.317677,-1.00502e-05
46.25,0.0529326,0.596111,0.317677,-9.95277e-06
46.26,0.0529326,0.596111,0.317677,-9.85532e-06
46.27,0.0529326,0.596111,0.317677,-9.75786e-06
46.28,0.0529326,0.596111,0.317677,-9.66039e-06
46.29,0.0529326,0.596111,0.317677,-9.5629e-06
46.3,0.0529326,0.596111,0.317677,-9.4654e-06
46.31,0.0529326,0.596111,0.317677,-9.3679e-06
46.32,0.0529326,0.596111,0.317677,-9.27039e-06
46.33,0.0529326,0.596111,0.317677,-9.17288e-06
46.34,0.0529326,0.596111,0.317677,-9.07537e-06
46.35,0.0529326,0.596111,0.317677,-8.97786e-06
46.36,0.0529326,0.596111,0.317677,-8.88035e-06
46.37,0.0529326,0.596111,0.317677,-8.78284e-06
46.38,0.0529326,0.596111,0.317677,-8.68534e-06
46.39,0.0529326,0.596111,0.317677,-8.58785e-06
46.4,0.0529326,0.596111,0.317677,-8.49037e-06
46.41,0.0529326,0.596111,0.317677,-8.3929e-06
46.42,0.0529326,0.596111,0.317677,-8.29545e-06
46.43,0.0529326,0.596111,0.317677,-8.19801e-06
46.44,0.0529326,0.596111,0.317677,-8.10059e-06
46.45,0.0529325,0.596111,0.317677,-8.00319e-06
46.46,0.0529325,0.596111,0.317677,-7.90582e-06
46.47,0.0529325,0.596111,0.317677,-7.80846e-06
46.48,0.0529325,0.596111,0.317677,-7.71114e-06
46.49,0.0529325,0.596111,0.317677,-7.61383e-06
46.5,0.0529325,0.596111,0.317677,-7.51656e-06
46.51,0.0529325,0.596111,0.317677,-7.41932e-06
46.52,0.0529325,0.596111,0.317677,-7.32212e-06
