time, m, h, n, V
73.84,0.0343889,0.40275,0.443261,3.18205
73.85,0.0344755,0.4031,0.442953,3.16093
73.86,0.0345624,0.403448,0.442646,3.13981
73.87,0.0346494,0.403795,0.442339,3.11869
73.88,0.0347367,0.404141,0.442034,3.09756
73.89,0.0348243,0.404485,0.44173,3.07643
73.9,0.034912,0.404829,0.441427,3.05529
73.91,0.035,0.405171,0.441125,3.03415
73.92,0.0350882,0.405512,0.440824,3.01301
73.93,0.0351766,0.405851,0.440523,2.99187
73.94,0.0352653,0.40619,0.440224,2.97072
73.95,0.0353542,0.406527,0.439926,2.94958
73.96,0.0354433,0.406863,0.439629,2.92842
73.97,0.0355326,0.407198,0.439334,2.90727
73.98,0.0356222,0.407532,0.439039,2.88612
73.99,0.035712,0.407865,0.438745,2.86496
74,0.035802,0.408196,0.438452,2.8438
74.01,0.0358923,0.408526,0.43816,2.82264
74.02,0.0359827,0.408855,0.437869,2.80148
74.03,0.0360734,0.409183,0.43758,2.78031
74.04,0.0361644,0.409509,0.437291,2.75915
74.05,0.0362555,0.409835,0.437003,2.73798
74.06,0.0363469,0.410159,0.436716,2.71682
74.07,0.0364385,0.410482,0.436431,2.69565
74.08,0.0365303,0.410804,0.436146,2.67448
74.09,0.0366224,0.411125,0.435862,2.65331
74.1,0.0367147,0.411444,0.43558,2.63214
74.11,0.0368072,0.411762,0.435298,2.61097
74.12,0.0368999,0.412079,0.435017,2.58981
74.13,0.0369929,0.412395,0.434738,2.56864
74.14,0.0370861,0.41271,0.434459,2.54747
74.15,0.0371795,0.413024,0.434182,2.5263
74.16,0.0372732,0.413336,0.433905,2.50513
74.17,0.037367,0.413647,0.43363,2.48396
74.18,0.0374611,0.413958,0.433355,2.4628
74.19,0.0375554,0.414266,0.433081,2.44163
74.2,0.03765,0.414574,0.432809,2.42047
74.21,0.0377447,0.414881,0.432537,2.39931
74.22,0.0378397,0.415186,0.432267,2.37814
74.23,0.0379349,0.41549,0.431997,2.35698
74.24,0.0380304,0.415794,0.431729,2.33583
74.25,0.038126,0.416095,0.431461,2.31467
74.26,0.0382219,0.416396,0.431194,2.29351
74.27,0.038318,0.416696,0.430929,2.27236
74.28,0.0384143,0.416994,0.430664,2.25121
74.29,0.0385109,0.417292,0.430401,2.23006
74.3,0.0386077,0.417588,0.430138,2.20892
74.31,0.0387047,0.417883,0.429876,2.18777
74.32,0.0388019,0.418177,0.429616,2.16663
74.33,0.0388993,0.418469,0.429356,2.1455
74.34,0.038997,0.418761,0.429097,2.12436
74.35,0.0390949,0.419051,0.428839,2.10323
74.36,0.039193,0.419341,0.428583,2.0821
74.37,0.0392914,0.419629,0.428327,2.06098
74.38,0.0393899,0.419916,0.428072,2.03985
74.39,0.0394887,0.420201,0.427818,2.01874
74.4,0.0395877,0.420486,0.427566,1.99762
74.41,0.0396869,0.42077,0.427314,1.97651
74.42,0.0397863,0.421052,0.427063,1.95541
74.43,0.039886,0.421333,0.426813,1.9343
74.44,0.0399859,0.421613,0.426564,1.91321
74.45,0.040086,0.421892,0.426316,1.89211
74.46,0.0401863,0.42217,0.426069,1.87102
74.47,0.0402868,0.422447,0.425823,1.84994
74.48,0.0403876,0.422723,0.425578,1.82886
74.49,0.0404886,0.422997,0.425334,1.80778
74.5,0.0405898,0.423271,0.425091,1.78671
74.51,0.0406912,0.423543,0.424848,1.76565
74.52,0.0407928,0.423814,0.424607,1.74459
74.53,0.0408947,0.424084,0.424367,1.72353
74.54,0.0409968,0.424353,0.424127,1.70249
74.55,0.0410991,0.42462,0.423889,1.68144
74.56,0.0412016,0.424887,0.423652,1.6604
74.57,0.0413043,0.425153,0.423415,1.63937
74.58,0.0414072,0.425417,0.42318,1.61835
74.59,0.0415104,0.42568,0.422945,1.59733
74.6,0.0416138,0.425942,0.422711,1.57631
74.61,0.0417174,0.426203,0.422479,1.5553
74.62,0.0418212,0.426463,0.422247,1.5343
74.63,0.0419252,0.426722,0.422016,1.51331
74.64,0.0420294,0.42698,0.421786,1.49232
74.65,0.0421339,0.427237,0.421557,1.47134
74.66,0.0422386,0.427492,0.42133,1.45036
74.67,0.0423434,0.427746,0.421102,1.4294
74.68,0.0424485,0.428,0.420876,1.40844
74.69,0.0425539,0.428252,0.420651,1.38748
74.7,0.0426594,0.428503,0.420427,1.36654
74.71,0.0427651,0.428753,0.420204,1.3456
74.72,0.0428711,0.429002,0.419981,1.32466
74.73,0.0429772,0.42925,0.41976,1.30374
74.74,0.0430836,0.429496,0.419539,1.28282
74.75,0.0431902,0.429742,0.41932,1.26191
74.76,0.043297,0.429986,0.419101,1.24101
74.77,0.043404,0.43023,0.418883,1.22012
74.78,0.0435113,0.430472,0.418666,1.19923
74.79,0.0436187,0.430714,0.418451,1.17836
74.8,0.0437264,0.430954,0.418236,1.15749
74.81,0.0438342,0.431193,0.418022,1.13663
74.82,0.0439423,0.431431,0.417808,1.11578
74.83,0.0440506,0.431668,0.417596,1.09493
74.84,0.0441591,0.431903,0.417385,1.0741
74.85,0.0442678,0.432138,0.417174,1.05327
74.86,0.0443767,0.432372,0.416965,1.03245
74.87,0.0444858,0.432604,0.416756,1.01165
74.88,0.0445952,0.432836,0.416549,0.990846
74.89,0.0447047,0.433066,0.416342,0.970055
74.9,0.0448145,0.433296,0.416136,0.949273
74.91,0.0449244,0.433524,0.415931,0.928501
74.92,0.0450346,0.433751,0.415727,0.907738
74.93,0.0451449,0.433977,0.415524,0.886985
74.94,0.0452555,0.434202,0.415322,0.866241
74.95,0.0453663,0.434426,0.41512,0.845506
74.96,0.0454773,0.434649,0.41492,0.824782
74.97,0.0455885,0.434871,0.41472,0.804067
74.98,0.0456999,0.435092,0.414522,0.783361
74.99,0.0458115,0.435312,0.414324,0.762666
75,0.0459233,0.435531,0.414127,0.741981
75.01,0.0460353,0.435748,0.413931,0.721306
75.02,0.0461476,0.435965,0.413736,0.700641
75.03,0.04626,0.43618,0.413542,0.679986
75.04,0.0463726,0.436395,0.413348,0.659341
75.05,0.0464855,0.436608,0.413156,0.638707
75.06,0.0465985,0.43682,0.412964,0.618084
75.07,0.0467118,0.437032,0.412773,0.59747
75.08,0.0468252,0.437242,0.412584,0.576868
75.09,0.0469388,0.437451,0.412395,0.556276
75.1,0.0470527,0.437659,0.412207,0.535695
75.11,0.0471667,0.437866,0.41202,0.515124
75.12,0.047281,0.438072,0.411833,0.494565
75.13,0.0473955,0.438277,0.411648,0.474017
75.14,0.0475101,0.438481,0.411463,0.453479
75.15,0.047625,0.438684,0.41128,0.432953
75.16,0.04774,0.438886,0.411097,0.412438
75.17,0.0478553,0.439087,0.410915,0.391934
75.18,0.0479707,0.439287,0.410734,0.371441
75.19,0.0480864,0.439486,0.410553,0.35096
75.2,0.0482022,0.439683,0.410374,0.33049
75.21,0.0483183,0.43988,0.410196,0.310031
75.22,0.0484345,0.440076,0.410018,0.289584
75.23,0.048551,0.44027,0.409841,0.269149
75.24,0.0486676,0.440464,0.409665,0.248726
75.25,0.0487845,0.440657,0.40949,0.228314
75.26,0.0489015,0.440848,0.409316,0.207914
75.27,0.0490187,0.441039,0.409143,0.187525
75.28,0.0491362,0.441228,0.40897,0.167149
75.29,0.0492538,0.441417,0.408799,0.146784
75.3,0.0493716,0.441604,0.408628,0.126432
75.31,0.0494897,0.441791,0.408458,0.106092
75.32,0.0496079,0.441976,0.408289,0.0857633
75.33,0.0497263,0.44216,0.40812,0.0654472
75.34,0.0498449,0.442344,0.407953,0.0451432
75.35,0.0499637,0.442526,0.407786,0.0248516
75.36,0.0500827,0.442707,0.407621,0.00457219
75.37,0.0502019,0.442888,0.407456,-0.0156948
75.38,0.0503212,0.443067,0.407292,-0.0359495
75.39,0.0504408,0.443245,0.407129,-0.0561916
75.4,0.0505606,0.443423,0.406966,-0.0764213
75.41,0.0506805,0.443599,0.406805,-0.0966385
75.42,0.0508007,0.443774,0.406644,-0.116843
75.43,0.050921,0.443948,0.406484,-0.137035
75.44,0.0510415,0.444122,0.406325,-0.157214
75.45,0.0511623,0.444294,0.406167,-0.177381
75.46,0.0512832,0.444465,0.406009,-0.197535
75.47,0.0514043,0.444636,0.405853,-0.217676
75.48,0.0515256,0.444805,0.405697,-0.237804
75.49,0.0516471,0.444973,0.405542,-0.25792
75.5,0.0517687,0.44514,0.405388,-0.278022
75.51,0.0518906,0.445307,0.405235,-0.298112
75.52,0.0520127,0.445472,0.405082,-0.318188
75.53,0.0521349,0.445636,0.40493,-0.338252
75.54,0.0522573,0.445799,0.40478,-0.358303
75.55,0.0523799,0.445962,0.40463,-0.37834
75.56,0.0525027,0.446123,0.40448,-0.398365
75.57,0.0526257,0.446283,0.404332,-0.418376
75.58,0.0527489,0.446443,0.404184,-0.438374
75.59,0.0528723,0.446601,0.404038,-0.458359
75.6,0.0529958,0.446758,0.403892,-0.478331
75.61,0.0531196,0.446915,0.403746,-0.49829
75.62,0.0532435,0.44707,0.403602,-0.518235
75.63,0.0533676,0.447224,0.403459,-0.538167
75.64,0.0534919,0.447378,0.403316,-0.558086
75.65,0.0536164,0.44753,0.403174,-0.577992
75.66,0.0537411,0.447682,0.403033,-0.597884
75.67,0.0538659,0.447832,0.402892,-0.617763
75.68,0.053991,0.447982,0.402753,-0.637628
75.69,0.0541162,0.44813,0.402614,-0.65748
75.7,0.0542416,0.448278,0.402476,-0.677319
75.71,0.0543672,0.448425,0.402339,-0.697144
75.72,0.0544929,0.44857,0.402202,-0.716956
75.73,0.0546189,0.448715,0.402067,-0.736754
75.74,0.054745,0.448859,0.401932,-0.756539
75.75,0.0548714,0.449001,0.401798,-0.77631
75.76,0.0549979,0.449143,0.401665,-0.796068
75.77,0.0551246,0.449284,0.401532,-0.815812
75.78,0.0552514,0.449424,0.4014,-0.835543
75.79,0.0553785,0.449563,0.40127,-0.85526
75.8,0.0555057,0.4497,0.401139,-0.874964
75.81,0.0556331,0.449837,0.40101,-0.894654
75.82,0.0557607,0.449973,0.400881,-0.91433
75.83,0.0558885,0.450108,0.400754,-0.933993
75.84,0.0560164,0.450242,0.400627,-0.953643
75.85,0.0561446,0.450376,0.4005,-0.973279
75.86,0.0562729,0.450508,0.400375,-0.992901
75.87,0.0564014,0.450639,0.40025,-1.01251
75.88,0.0565301,0.450769,0.400126,-1.0321
75.89,0.0566589,0.450899,0.400003,-1.05169
75.9,0.056788,0.451027,0.399881,-1.07125
75.91,0.0569172,0.451154,0.399759,-1.09081
75.92,0.0570466,0.451281,0.399638,-1.11035
75.93,0.0571761,0.451406,0.399518,-1.12988
75.94,0.0573059,0.451531,0.399399,-1.14939
75.95,0.0574358,0.451655,0.39928,-1.16889
75.96,0.0575659,0.451777,0.399162,-1.18838
75.97,0.0576962,0.451899,0.399045,-1.20785
75.98,0.0578267,0.45202,0.398929,-1.22731
75.99,0.0579573,0.45214,0.398813,-1.24676
76,0.0580882,0.452259,0.398698,-1.26619
76.01,0.0582191,0.452377,0.398584,-1.28561
76.02,0.0583503,0.452494,0.398471,-1.30501
76.03,0.0584817,0.45261,0.398358,-1.3244
76.04,0.0586132,0.452725,0.398246,-1.34378
76.05,0.0587449,0.452839,0.398135,-1.36315
76.06,0.0588768,0.452953,0.398025,-1.3825
76.07,0.0590089,0.453065,0.397915,-1.40184
76.08,0.0591411,0.453177,0.397807,-1.42116
76.09,0.0592735,0.453287,0.397698,-1.44047
76.1,0.0594061,0.453397,0.397591,-1.45977
76.11,0.0595389,0.453506,0.397484,-1.47905
76.12,0.0596718,0.453613,0.397378,-1.49833
76.13,0.0598049,0.45372,0.397273,-1.51758
76.14,0.0599382,0.453826,0.397169,-1.53683
76.15,0.0600717,0.453931,0.397065,-1.55606
76.16,0.0602053,0.454035,0.396962,-1.57528
76.17,0.0603391,0.454138,0.39686,-1.59448
76.18,0.0604731,0.454241,0.396758,-1.61367
76.19,0.0606073,0.454342,0.396658,-1.63285
76.2,0.0607416,0.454442,0.396557,-1.65202
76.21,0.0608762,0.454542,0.396458,-1.67117
76.22,0.0610109,0.454641,0.396359,-1.69031
76.23,0.0611457,0.454738,0.396262,-1.70943
76.24,0.0612808,0.454835,0.396164,-1.72855
76.25,0.061416,0.454931,0.396068,-1.74765
76.26,0.0615514,0.455026,0.395972,-1.76673
76.27,0.061687,0.45512,0.395877,-1.78581
76.28,0.0618227,0.455213,0.395783,-1.80487
76.29,0.0619586,0.455305,0.395689,-1.82392
76.3,0.0620947,0.455397,0.395596,-1.84295
76.31,0.062231,0.455487,0.395504,-1.86197
76.32,0.0623674,0.455577,0.395413,-1.88098
76.33,0.062504,0.455665,0.395322,-1.89998
76.34,0.0626408,0.455753,0.395232,-1.91897
76.35,0.0627778,0.45584,0.395142,-1.93794
76.36,0.0629149,0.455926,0.395054,-1.9569
76.37,0.0630523,0.456011,0.394966,-1.97584
76.38,0.0631898,0.456095,0.394879,-1.99478
76.39,0.0633274,0.456178,0.394792,-2.0137
76.4,0.0634653,0.456261,0.394706,-2.03261
76.41,0.0636033,0.456342,0.394621,-2.05151
76.42,0.0637415,0.456423,0.394536,-2.07039
76.43,0.0638798,0.456503,0.394453,-2.08926
76.44,0.0640184,0.456581,0.39437,-2.10812
76.45,0.0641571,0.456659,0.394287,-2.12697
76.46,0.064296,0.456736,0.394206,-2.14581
76.47,0.064435,0.456813,0.394125,-2.16463
76.48,0.0645743,0.456888,0.394044,-2.18344
76.49,0.0647137,0.456962,0.393965,-2.20224
76.5,0.0648533,0.457036,0.393886,-2.22103
76.51,0.0649931,0.457108,0.393807,-2.2398
76.52,0.065133,0.45718,0.39373,-2.25857
76.53,0.0652731,0.457251,0.393653,-2.27732
76.54,0.0654134,0.457321,0.393577,-2.29606
76.55,0.0655539,0.45739,0.393501,-2.31479
76.56,0.0656945,0.457458,0.393426,-2.33351
76.57,0.0658354,0.457526,0.393352,-2.35221
76.58,0.0659764,0.457592,0.393279,-2.37091
76.59,0.0661176,0.457658,0.393206,-2.38959
76.6,0.0662589,0.457722,0.393134,-2.40826
76.61,0.0664004,0.457786,0.393062,-2.42692
76.62,0.0665421,0.457849,0.392992,-2.44557
76.63,0.066684,0.457911,0.392921,-2.46421
76.64,0.0668261,0.457973,0.392852,-2.48283
76.65,0.0669683,0.458033,0.392783,-2.50145
76.66,0.0671108,0.458093,0.392715,-2.52006
76.67,0.0672534,0.458151,0.392648,-2.53865
76.68,0.0673961,0.458209,0.392581,-2.55723
76.69,0.0675391,0.458266,0.392515,-2.5758
76.7,0.0676822,0.458322,0.392449,-2.59437
76.71,0.0678255,0.458377,0.392384,-2.61292
76.72,0.067969,0.458432,0.39232,-2.63146
76.73,0.0681127,0.458485,0.392257,-2.64999
76.74,0.0682566,0.458538,0.392194,-2.66851
76.75,0.0684006,0.458589,0.392132,-2.68702
76.76,0.0685448,0.45864,0.39207,-2.70552
76.77,0.0686892,0.45869,0.392009,-2.72401
76.78,0.0688338,0.45874,0.391949,-2.74249
76.79,0.0689785,0.458788,0.39189,-2.76096
76.8,0.0691235,0.458835,0.391831,-2.77942
76.81,0.0692686,0.458882,0.391772,-2.79786
76.82,0.0694139,0.458928,0.391715,-2.8163
76.83,0.0695594,0.458973,0.391658,-2.83473
76.84,0.069705,0.459017,0.391602,-2.85316
76.85,0.0698509,0.45906,0.391546,-2.87157
76.86,0.0699969,0.459102,0.391491,-2.88997
76.87,0.0701432,0.459144,0.391436,-2.90836
76.88,0.0702896,0.459185,0.391383,-2.92674
76.89,0.0704362,0.459225,0.39133,-2.94512
76.9,0.0705829,0.459264,0.391277,-2.96348
76.91,0.0707299,0.459302,0.391225,-2.98184
76.92,0.070877,0.459339,0.391174,-3.00019
76.93,0.0710244,0.459376,0.391123,-3.01853
76.94,0.0711719,0.459411,0.391074,-3.03686
76.95,0.0713196,0.459446,0.391024,-3.05518
76.96,0.0714675,0.45948,0.390976,-3.07349
76.97,0.0716156,0.459513,0.390928,-3.0918
76.98,0.0717639,0.459545,0.39088,-3.11009
76.99,0.0719123,0.459577,0.390833,-3.12838
77,0.072061,0.459607,0.390787,-3.14666
77.01,0.0722099,0.459637,0.390742,-3.16493
77.02,0.0723589,0.459666,0.390697,-3.1832
77.03,0.0725081,0.459694,0.390652,-3.20145
77.04,0.0726575,0.459721,0.390609,-3.2197
77.05,0.0728072,0.459748,0.390566,-3.23794
77.06,0.072957,0.459773,0.390523,-3.25618
77.07,0.073107,0.459798,0.390482,-3.2744
77.08,0.0732572,0.459822,0.39044,-3.29262
77.09,0.0734076,0.459845,0.3904,-3.31084
77.1,0.0735582,0.459868,0.39036,-3.32904
77.11,0.073709,0.459889,0.390321,-3.34724
77.12,0.0738599,0.45991,0.390282,-3.36543
77.13,0.0740111,0.45993,0.390244,-3.38362
77.14,0.0741625,0.459949,0.390206,-3.4018
77.15,0.0743141,0.459967,0.390169,-3.41997
77.16,0.0744659,0.459984,0.390133,-3.43813
77.17,0.0746179,0.460001,0.390098,-3.45629
77.18,0.07477,0.460016,0.390062,-3.47445
77.19,0.0749224,0.460031,0.390028,-3.4926
77.2,0.075075,0.460045,0.389994,-3.51074
77.21,0.0752278,0.460058,0.389961,-3.52887
77.22,0.0753808,0.460071,0.389928,-3.54701
77.23,0.075534,0.460082,0.389896,-3.56513
77.24,0.0756874,0.460093,0.389865,-3.58325
77.25,0.075841,0.460103,0.389834,-3.60137
77.26,0.0759949,0.460112,0.389804,-3.61947
77.27,0.0761489,0.460121,0.389774,-3.63758
77.28,0.0763031,0.460128,0.389745,-3.65568
77.29,0.0764576,0.460135,0.389717,-3.67378
77.3,0.0766123,0.460141,0.389689,-3.69187
77.31,0.0767671,0.460146,0.389662,-3.70995
77.32,0.0769222,0.46015,0.389635,-3.72804
77.33,0.0770775,0.460154,0.389609,-3.74611
77.34,0.077233,0.460156,0.389584,-3.76419
77.35,0.0773888,0.460158,0.389559,-3.78226
77.36,0.0775447,0.460159,0.389535,-3.80033
77.37,0.0777009,0.460159,0.389511,-3.81839
77.38,0.0778573,0.460159,0.389488,-3.83645
77.39,0.0780139,0.460157,0.389465,-3.8545
77.4,0.0781707,0.460155,0.389444,-3.87256
77.41,0.0783278,0.460152,0.389422,-3.89061
77.42,0.078485,0.460148,0.389401,-3.90866
77.43,0.0786425,0.460144,0.389381,-3.9267
77.44,0.0788002,0.460138,0.389362,-3.94475
77.45,0.0789582,0.460132,0.389343,-3.96279
77.46,0.0791164,0.460125,0.389324,-3.98082
77.47,0.0792748,0.460117,0.389307,-3.99886
77.48,0.0794334,0.460108,0.389289,-4.01689
77.49,0.0795922,0.460099,0.389273,-4.03493
77.5,0.0797513,0.460089,0.389257,-4.05296
77.51,0.0799107,0.460078,0.389241,-4.07099
77.52,0.0800702,0.460066,0.389226,-4.08902
77.53,0.08023,0.460053,0.389212,-4.10704
77.54,0.0803901,0.46004,0.389198,-4.12507
77.55,0.0805503,0.460025,0.389185,-4.1431
77.56,0.0807108,0.46001,0.389172,-4.16112
77.57,0.0808716,0.459994,0.38916,-4.17915
77.58,0.0810326,0.459978,0.389149,-4.19717
77.59,0.0811938,0.45996,0.389138,-4.2152
77.6,0.0813553,0.459942,0.389127,-4.23322
77.61,0.081517,0.459923,0.389118,-4.25125
77.62,0.081679,0.459903,0.389108,-4.26928
77.63,0.0818412,0.459882,0.3891,-4.2873
77.64,0.0820037,0.459861,0.389092,-4.30533
77.65,0.0821664,0.459839,0.389084,-4.32336
77.66,0.0823294,0.459816,0.389077,-4.34139
77.67,0.0824926,0.459792,0.389071,-4.35942
77.68,0.0826561,0.459767,0.389065,-4.37746
77.69,0.0828199,0.459742,0.38906,-4.39549
77.7,0.0829839,0.459716,0.389055,-4.41353
77.71,0.0831481,0.459689,0.389051,-4.43157
77.72,0.0833127,0.459661,0.389048,-4.44961
77.73,0.0834775,0.459632,0.389045,-4.46766
77.74,0.0836425,0.459603,0.389042,-4.4857
77.75,0.0838079,0.459573,0.38904,-4.50375
77.76,0.0839735,0.459542,0.389039,-4.52181
77.77,0.0841393,0.45951,0.389038,-4.53987
77.78,0.0843055,0.459478,0.389038,-4.55793
77.79,0.0844719,0.459444,0.389038,-4.57599
77.8,0.0846386,0.45941,0.389039,-4.59406
77.81,0.0848055,0.459375,0.389041,-4.61214
77.82,0.0849728,0.45934,0.389043,-4.63022
77.83,0.0851403,0.459303,0.389045,-4.6483
77.84,0.0853081,0.459266,0.389048,-4.66639
77.85,0.0854762,0.459228,0.389052,-4.68448
77.86,0.0856446,0.459189,0.389056,-4.70258
77.87,0.0858133,0.459149,0.389061,-4.72069
77.88,0.0859823,0.459109,0.389066,-4.7388
77.89,0.0861515,0.459068,0.389072,-4.75691
77.9,0.0863211,0.459026,0.389079,-4.77504
77.91,0.0864909,0.458983,0.389086,-4.79317
77.92,0.0866611,0.458939,0.389093,-4.81131
77.93,0.0868316,0.458895,0.389101,-4.82945
77.94,0.0870023,0.45885,0.38911,-4.8476
77.95,0.0871734,0.458804,0.389119,-4.86576
77.96,0.0873448,0.458757,0.389129,-4.88393
77.97,0.0875165,0.45871,0.389139,-4.9021
77.98,0.0876885,0.458661,0.38915,-4.92029
77.99,0.0878608,0.458612,0.389161,-4.93848
78,0.0880334,0.458563,0.389173,-4.95668
78.01,0.0882064,0.458512,0.389186,-4.9749
78.02,0.0883796,0.45846,0.389199,-4.99312
78.03,0.0885532,0.458408,0.389212,-5.01135
78.04,0.0887272,0.458355,0.389226,-5.02959
78.05,0.0889014,0.458301,0.389241,-5.04784
78.06,0.089076,0.458247,0.389256,-5.0661
78.07,0.0892509,0.458191,0.389272,-5.08437
78.08,0.0894262,0.458135,0.389288,-5.10266
78.09,0.0896018,0.458078,0.389305,-5.12095
78.1,0.0897777,0.458021,0.389322,-5.13926
78.11,0.089954,0.457962,0.38934,-5.15758
78.12,0.0901307,0.457903,0.389358,-5.17591
78.13,0.0903077,0.457843,0.389377,-5.19426
78.14,0.090485,0.457782,0.389397,-5.21261
78.15,0.0906627,0.45772,0.389417,-5.23099
78.16,0.0908408,0.457658,0.389437,-5.24937
78.17,0.0910192,0.457594,0.389459,-5.26777
78.18,0.091198,0.45753,0.38948,-5.28618
78.19,0.0913771,0.457465,0.389502,-5.30461
78.2,0.0915567,0.4574,0.389525,-5.32305
78.21,0.0917366,0.457333,0.389548,-5.34151
78.22,0.0919169,0.457266,0.389572,-5.35999
78.23,0.0920975,0.457198,0.389596,-5.37848
78.24,0.0922786,0.457129,0.389621,-5.39698
78.25,0.09246,0.45706,0.389647,-5.4155
78.26,0.0926418,0.456989,0.389673,-5.43404
78.27,0.092824,0.456918,0.389699,-5.4526
78.28,0.0930067,0.456846,0.389726,-5.47118
78.29,0.0931897,0.456774,0.389754,-5.48977
78.3,0.0933731,0.4567,0.389782,-5.50838
78.31,0.0935569,0.456626,0.38981,-5.52701
78.32,0.0937412,0.456551,0.389839,-5.54566
78.33,0.0939258,0.456475,0.389869,-5.56433
78.34,0.0941109,0.456398,0.389899,-5.58302
78.35,0.0942964,0.456321,0.38993,-5.60173
78.36,0.0944823,0.456242,0.389961,-5.62046
78.37,0.0946687,0.456163,0.389993,-5.63922
78.38,0.0948555,0.456083,0.390025,-5.65799
78.39,0.0950427,0.456003,0.390058,-5.67679
78.4,0.0952304,0.455921,0.390092,-5.6956
78.41,0.0954185,0.455839,0.390125,-5.71445
78.42,0.0956071,0.455756,0.39016,-5.73331
78.43,0.0957961,0.455672,0.390195,-5.7522
78.44,0.0959856,0.455587,0.39023,-5.77111
78.45,0.0961756,0.455502,0.390266,-5.79005
78.46,0.096366,0.455415,0.390303,-5.80901
78.47,0.0965569,0.455328,0.39034,-5.828
78.48,0.0967482,0.45524,0.390378,-5.84702
78.49,0.0969401,0.455152,0.390416,-5.86606
78.5,0.0971324,0.455062,0.390455,-5.88512
78.51,0.0973252,0.454972,0.390494,-5.90422
78.52,0.0975185,0.454881,0.390534,-5.92334
78.53,0.0977124,0.454789,0.390574,-5.9425
78.54,0.0979067,0.454696,0.390615,-5.96168
78.55,0.0981015,0.454603,0.390656,-5.98089
78.56,0.0982969,0.454508,0.390698,-6.00013
78.57,0.0984927,0.454413,0.390741,-6.0194
78.58,0.0986891,0.454317,0.390784,-6.0387
78.59,0.098886,0.45422,0.390827,-6.05804
78.6,0.0990835,0.454123,0.390871,-6.0774
78.61,0.0992815,0.454024,0.390916,-6.0968
78.62,0.09948,0.453925,0.390961,-6.11623
78.63,0.0996791,0.453825,0.391007,-6.1357
78.64,0.0998788,0.453724,0.391053,-6.1552
78.65,0.100079,0.453623,0.3911,-6.17473
78.66,0.10028,0.45352,0.391147,-6.1943
78.67,0.100481,0.453417,0.391195,-6.21391
78.68,0.100683,0.453313,0.391243,-6.23356
78.69,0.100886,0.453208,0.391292,-6.25324
78.7,0.101089,0.453102,0.391342,-6.27296
78.71,0.101293,0.452995,0.391392,-6.29271
78.72,0.101497,0.452888,0.391442,-6.31251
78.73,0.101702,0.452779,0.391493,-6.33235
78.74,0.101907,0.45267,0.391545,-6.35223
78.75,0.102114,0.45256,0.391597,-6.37215
78.76,0.10232,0.45245,0.39165,-6.39211
78.77,0.102528,0.452338,0.391703,-6.41211
78.78,0.102736,0.452225,0.391757,-6.43216
78.79,0.102945,0.452112,0.391811,-6.45225
78.8,0.103154,0.451998,0.391866,-6.47239
78.81,0.103364,0.451883,0.391921,-6.49257
78.82,0.103575,0.451767,0.391977,-6.5128
78.83,0.103787,0.45165,0.392034,-6.53307
78.84,0.103999,0.451533,0.392091,-6.5534
78.85,0.104211,0.451414,0.392148,-6.57377
78.86,0.104425,0.451295,0.392206,-6.59419
78.87,0.104639,0.451175,0.392265,-6.61466
78.88,0.104854,0.451054,0.392324,-6.63518
78.89,0.10507,0.450932,0.392384,-6.65576
78.9,0.105286,0.45081,0.392444,-6.67639
78.91,0.105504,0.450686,0.392505,-6.69707
78.92,0.105722,0.450562,0.392567,-6.7178
78.93,0.10594,0.450436,0.392629,-6.73859
78.94,0.10616,0.45031,0.392691,-6.75944
78.95,0.10638,0.450183,0.392754,-6.78034
78.96,0.106601,0.450055,0.392818,-6.8013
78.97,0.106823,0.449927,0.392882,-6.82232
78.98,0.107046,0.449797,0.392947,-6.8434
78.99,0.107269,0.449666,0.393012,-6.86455
79,0.107494,0.449535,0.393078,-6.88575
79.01,0.107719,0.449403,0.393145,-6.90701
79.02,0.107945,0.449269,0.393212,-6.92834
79.03,0.108172,0.449135,0.39328,-6.94974
79.04,0.1084,0.449,0.393348,-6.9712
79.05,0.108628,0.448865,0.393417,-6.99273
79.06,0.108858,0.448728,0.393486,-7.01432
79.07,0.109088,0.44859,0.393556,-7.03599
79.08,0.10932,0.448451,0.393626,-7.05772
79.09,0.109552,0.448312,0.393697,-7.07953
79.1,0.109785,0.448172,0.393769,-7.10141
79.11,0.110019,0.44803,0.393841,-7.12336
79.12,0.110254,0.447888,0.393914,-7.14539
79.13,0.110491,0.447745,0.393987,-7.1675
79.14,0.110728,0.447601,0.394061,-7.18968
79.15,0.110966,0.447456,0.394136,-7.21194
79.16,0.111205,0.44731,0.394211,-7.23428
79.17,0.111445,0.447163,0.394287,-7.2567
79.18,0.111686,0.447015,0.394363,-7.27921
79.19,0.111928,0.446866,0.39444,-7.3018
79.2,0.112172,0.446716,0.394517,-7.32447
79.21,0.112416,0.446566,0.394595,-7.34723
79.22,0.112662,0.446414,0.394674,-7.37008
79.23,0.112908,0.446261,0.394753,-7.39302
79.24,0.113156,0.446108,0.394833,-7.41605
79.25,0.113405,0.445953,0.394914,-7.43918
79.26,0.113655,0.445798,0.394995,-7.46239
79.27,0.113906,0.445641,0.395077,-7.48571
79.28,0.114158,0.445484,0.395159,-7.50912
79.29,0.114412,0.445325,0.395242,-7.53262
79.3,0.114667,0.445166,0.395325,-7.55623
79.31,0.114923,0.445005,0.39541,-7.57995
