x,y,angle,step,command
1.83522,2.46013,2.09467,57,L
1.83522,2.46013,2.09467,58,A
1.73031,2.64172,2.09467,58,A
1.73031,2.64172,2.09467,59,R
1.83522,2.46013,0.698222,59,R
1.83522,2.46013,0.698222,60,A
1.99585,2.59495,0.698222,60,A
1.99585,2.59495,0.698222,61,R
1.78974,2.20196,-2.22045e-16,61,R
1.78974,2.20196,-2.22045e-16,62,B
2.05188,2.20196,-2.22045e-16,62,B
2.05188,2.20196,-2.22045e-16,63,L
2.05188,2.20196,0.698222,63,L
2.05188,2.20196,0.698222,64,A
2.21252,2.33678,0.698222,64,A
2.21252,2.33678,0.698222,65,R
2.05188,2.20196,-0.698222,65,R
2.05188,2.20196,-0.698222,66,A
2.21252,2.06714,-0.698222,66,A
2.21252,2.06714,-0.698222,67,R
1.72381,1.14458,0.698222,67,R
1.72381,1.14458,0.698222,68,B
2.11599,1.47373,0.698222,68,B
2.11599,1.47373,0.698222,69,L
2.11599,1.47373,1.39644,69,L
2.11599,1.47373,1.39644,70,B
2.18705,1.87712,1.39644,70,B
2.18705,1.87712,1.39644,71,L
2.18705,1.87712,2.09467,71,L
2.18705,1.87712,2.09467,72,B
2.02313,2.16085,2.09467,72,B
2.02313,2.16085,2.09467,73,L
2.02313,2.16085,2.79289,73,L
2.02313,2.16085,2.79289,74,B
1.77676,2.25042,2.79289,74,B
1.77676,2.25042,2.79289,75,L
1.77676,2.25042,3.49111,75,L
1.77676,2.25042,3.49111,76,A
1.57973,2.1786,3.49111,76,A
1.57973,2.1786,3.49111,77,R
1.77676,2.25042,2.09467,77,R
1.77676,2.25042,2.09467,78,A
1.67186,2.43201,2.09467,78,A
1.67186,2.43201,2.09467,79,R
2.02313,2.16085,1.39644,79,R
2.02313,2.16085,1.39644,80,B
2.0686,2.41902,1.39644,80,B
2.0686,2.41902,1.39644,81,L
2.0686,2.41902,2.09467,81,L
2.0686,2.41902,2.09467,82,A
1.9637,2.60061,2.09467,82,A
1.9637,2.60061,2.09467,83,R
2.0686,2.41902,0.698222,83,R
2.0686,2.41902,0.698222,84,A
2.22924,2.55384,0.698222,84,A
2.22924,2.55384,0.698222,85,R
2.18705,1.87712,0.698222,85,R
2.18705,1.87712,0.698222,86,B
2.43805,2.08777,0.698222,86,B
2.43805,2.08777,0.698222,87,L
2.43805,2.08777,1.39644,87,L
2.43805,2.08777,1.39644,88,B
2.48352,2.34594,1.39644,88,B
2.48352,2.34594,1.39644,89,L
2.48352,2.34594,2.09467,89,L
2.48352,2.34594,2.09467,90,A
2.37861,2.52753,2.09467,90,A
2.37861,2.52753,2.09467,91,R
2.48352,2.34594,0.698222,91,R
2.48352,2.34594,0.698222,92,A
2.64416,2.48075,0.698222,92,A
2.64416,2.48075,0.698222,93,R
2.43805,2.08777,0,93,R
2.43805,2.08777,0,94,B
2.70019,2.08777,0,94,B
2.70019,2.08777,0,95,L
2.70019,2.08777,0.698222,95,L
2.70019,2.08777,0.698222,96,A
2.86083,2.22258,0.698222,96,A
2.86083,2.22258,0.698222,97,R
2.70019,2.08777,-0.698222,97,R
2.70019,2.08777,-0.698222,98,A
2.86083,1.95295,-0.698222,98,A
2.86083,1.95295,-0.698222,99,R
2.11599,1.47373,0,99,R
2.11599,1.47373,0,100,B
2.52559,1.47373,0,100,B
2.52559,1.47373,0,101,L
2.52559,1.47373,0.698222,101,L
2.52559,1.47373,0.698222,102,B
2.77659,1.68438,0.698222,102,B
2.77659,1.68438,0.698222,103,L
2.77659,1.68438,1.39644,103,L
2.77659,1.68438,1.39644,104,B
2.82207,1.94255,1.39644,104,B
2.82207,1.94255,1.39644,105,L
2.82207,1.94255,2.09467,105,L
2.82207,1.94255,2.09467,106,A
2.71716,2.12414,2.09467,106,A
2.71716,2.12414,2.09467,107,R
2.82207,1.94255,0.698222,107,R
2.82207,1.94255,0.698222,108,A
2.98271,2.07736,0.698222,108,A
2.98271,2.07736,0.698222,109,R
2.77659,1.68438,0,109,R
2.77659,1.68438,0,110,B
3.03874,1.68438,0,110,B
3.03874,1.68438,0,111,L
3.03874,1.68438,0.698222,111,L
3.03874,1.68438,0.698222,112,A
3.19938,1.81919,0.698222,112,A
3.19938,1.81919,0.698222,113,R
3.03874,1.68438,-0.698222,113,R
3.03874,1.68438,-0.698222,114,A
3.19938,1.54956,-0.698222,114,A
3.19938,1.54956,-0.698222,115,R
2.52559,1.47373,-0.698222,115,R
2.52559,1.47373,-0.698222,116,B
2.77659,1.26307,-0.698222,116,B
2.77659,1.26307,-0.698222,117,L
2.77659,1.26307,0,117,L
2.77659,1.26307,0,118,B
3.03874,1.26307,0,118,B
3.03874,1.26307,0,119,L
3.03874,1.26307,0.698222,119,L
3.03874,1.26307,0.698222,120,A
3.19938,1.39789,0.698222,120,A
3.19938,1.39789,0.698222,121,R
3.03874,1.26307,-0.698222,121,R
3.03874,1.26307,-0.698222,122,A
3.19938,1.12826,-0.698222,122,A
3.19938,1.12826,-0.698222,123,R
2.77659,1.26307,-1.39644,123,R
2.77659,1.26307,-1.39644,124,B
2.82207,1.0049,-1.39644,124,B
2.82207,1.0049,-1.39644,125,L
2.82207,1.0049,-0.698222,125,L
2.82207,1.0049,-0.698222,126,A
2.98271,0.870087,-0.698222,126,A
2.98271,0.870087,-0.698222,127,R
2.82207,1.0049,-2.09467,127,R
2.82207,1.0049,-2.09467,128,A
2.71716,0.823314,-2.09467,128,A
2.71716,0.823314,-2.09467,129,R
1.61279,0.514286,0,129,R
1.61279,0.514286,0,130,B
2.25279,0.514286,0,130,B
2.25279,0.514286,0,131,L
2.25279,0.514286,0.698222,131,L
2.25279,0.514286,0.698222,132,B
2.64497,0.843428,0.698222,132,B
2.64497,0.843428,0.698222,133,L
2.64497,0.843428,1.39644,133,L
2.64497,0.843428,1.39644,134,B
2.71603,1.24682,1.39644,134,B
2.71603,1.24682,1.39644,135,L
2.71603,1.24682,2.09467,135,L
2.71603,1.24682,2.09467,136,B
2.55211,1.53055,2.09467,136,B
2.55211,1.53055,2.09467,137,L
2.55211,1.53055,2.79289,137,L
2.55211,1.53055,2.79289,138,B
2.30574,1.62012,2.79289,138,B
2.30574,1.62012,2.79289,139,L
2.30574,1.62012,3.49111,139,L
2.30574,1.62012,3.49111,140,A
2.10871,1.54831,3.49111,140,A
2.10871,1.54831,3.49111,141,R
2.30574,1.62012,2.09467,141,R
2.30574,1.62012,2.09467,142,A
2.20084,1.80171,2.09467,142,A
2.20084,1.80171,2.09467,143,R
2.55211,1.53055,1.39644,143,R
2.55211,1.53055,1.39644,144,B
2.59758,1.78872,1.39644,144,B
2.59758,1.78872,1.39644,145,L
2.59758,1.78872,2.09467,145,L
2.59758,1.78872,2.09467,146,A
2.49268,1.97031,2.09467,146,A
2.49268,1.97031,2.09467,147,R
2.59758,1.78872,0.698222,147,R
2.59758,1.78872,0.698222,148,A
2.75822,1.92354,0.698222,148,A
2.75822,1.92354,0.698222,149,R
2.71603,1.24682,0.698222,149,R
2.71603,1.24682,0.698222,150,B
2.96703,1.45747,0.698222,150,B
2.96703,1.45747,0.698222,151,L
2.96703,1.45747,1.39644,151,L
2.96703,1.45747,1.39644,152,B
3.0125,1.71564,1.39644,152,B
3.0125,1.71564,1.39644,153,L
3.0125,1.71564,2.09467,153,L
3.0125,1.71564,2.09467,154,A
2.90759,1.89723,2.09467,154,A
2.90759,1.89723,2.09467,155,R
3.0125,1.71564,0.698222,155,R
3.0125,1.71564,0.698222,156,A
3.17314,1.85046,0.698222,156,A
3.17314,1.85046,0.698222,157,R
2.96703,1.45747,0,157,R
2.96703,1.45747,0,158,B
3.22917,1.45747,0,158,B
3.22917,1.45747,0,159,L
3.22917,1.45747,0.698222,159,L
3.22917,1.45747,0.698222,160,A
3.38981,1.59229,0.698222,160,A
3.38981,1.59229,0.698222,161,R
3.22917,1.45747,-0.698222,161,R
3.22917,1.45747,-0.698222,162,A
3.38981,1.32265,-0.698222,162,A
3.38981,1.32265,-0.698222,163,R
2.64497,0.843428,0,163,R
2.64497,0.843428,0,164,B
3.05457,0.843428,0,164,B
3.05457,0.843428,0,165,L
3.05457,0.843428,0.698222,165,L
3.05457,0.843428,0.698222,166,B
3.30557,1.05408,0.698222,166,B
3.30557,1.05408,0.698222,167,L
3.30557,1.05408,1.39644,167,L
3.30557,1.05408,1.39644,168,B
3.35105,1.31225,1.39644,168,B
3.35105,1.31225,1.39644,169,L
3.35105,1.31225,2.09467,169,L
3.35105,1.31225,2.09467,170,A
3.24614,1.49384,2.09467,170,A
3.24614,1.49384,2.09467,171,R
3.35105,1.31225,0.698222,171,R
3.35105,1.31225,0.698222,172,A
3.51169,1.44707,0.698222,172,A
3.51169,1.44707,0.698222,173,R
3.30557,1.05408,0,173,R
3.30557,1.05408,0,174,B
3.56772,1.05408,0,174,B
3.56772,1.05408,0,175,L
3.56772,1.05408,0.698222,175,L
3.56772,1.05408,0.698222,176,A
3.72836,1.1889,0.698222,176,A
3.72836,1.1889,0.698222,177,R
3.56772,1.05408,-0.698222,177,R
3.56772,1.05408,-0.698222,178,A
3.72836,0.919263,-0.698222,178,A
3.72836,0.919263,-0.698222,179,R
3.05457,0.843428,-0.698222,179,R
3.05457,0.843428,-0.698222,180,B
3.30557,0.632777,-0.698222,180,B
3.30557,0.632777,-0.698222,181,L
3.30557,0.632777,0,181,L
3.30557,0.632777,0,182,B
3.56772,0.632777,0,182,B
3.56772,0.632777,0,183,L
3.56772,0.632777,0.698222,183,L
3.56772,0.632777,0.698222,184,A
3.72836,0.767594,0.698222,184,A
3.72836,0.767594,0.698222,185,R
3.56772,0.632777,-0.698222,185,R
3.56772,0.632777,-0.698222,186,A
3.72836,0.49796,-0.698222,186,A
3.72836,0.49796,-0.698222,187,R
3.30557,0.632777,-1.39644,187,R
3.30557,0.632777,-1.39644,188,B
3.35105,0.374607,-1.39644,188,B
3.35105,0.374607,-1.39644,189,L
3.35105,0.374607,-0.698222,189,L
3.35105,0.374607,-0.698222,190,A
3.51169,0.23979,-0.698222,190,A
3.51169,0.23979,-0.698222,191,R
3.35105,0.374607,-2.09467,191,R
3.35105,0.374607,-2.09467,192,A
3.24614,0.193017,-2.09467,192,A
3.24614,0.193017,-2.09467,193,R
2.25279,0.514286,-0.698222,193,R
2.25279,0.514286,-0.698222,194,B
2.64497,0.185143,-0.698222,194,B
2.64497,0.185143,-0.698222,195,L
2.64497,0.185143,0,195,L
2.64497,0.185143,0,196,B
3.05457,0.185143,0,196,B
3.05457,0.185143,0,197,L
3.05457,0.185143,0.698222,197,L
3.05457,0.185143,0.698222,198,B
3.30557,0.395794,0.698222,198,B
3.30557,0.395794,0.698222,199,L
3.30557,0.395794,1.39644,199,L
3.30557,0.395794,1.39644,200,B
3.35105,0.653964,1.39644,200,B
3.35105,0.653964,1.39644,201,L
3.35105,0.653964,2.09467,201,L
3.35105,0.653964,2.09467,202,A
3.24614,0.835554,2.09467,202,A
3.24614,0.835554,2.09467,203,R
3.35105,0.653964,0.698222,203,R
3.35105,0.653964,0.698222,204,A
3.51169,0.788781,0.698222,204,A
3.51169,0.788781,0.698222,205,R
3.30557,0.395794,0,205,R
3.30557,0.395794,0,206,B
3.56772,0.395794,0,206,B
3.56772,0.395794,0,207,L
3.56772,0.395794,0.698222,207,L
3.56772,0.395794,0.698222,208,A
3.72836,0.530611,0.698222,208,A
3.72836,0.530611,0.698222,209,R
3.56772,0.395794,-0.698222,209,R
3.56772,0.395794,-0.698222,210,A
3.72836,0.260977,-0.698222,210,A
3.72836,0.260977,-0.698222,211,R
3.05457,0.185143,-0.698222,211,R
3.05457,0.185143,-0.698222,212,B
3.30557,-0.0255086,-0.698222,212,B
3.30557,-0.0255086,-0.698222,213,L
3.30557,-0.0255086,0,213,L
3.30557,-0.0255086,0,214,B
3.56772,-0.0255086,0,214,B
3.56772,-0.0255086,0,215,L
3.56772,-0.0255086,0.698222,215,L
3.56772,-0.0255086,0.698222,216,A
3.72836,0.109308,0.698222,216,A
3.72836,0.109308,0.698222,217,R
3.56772,-0.0255086,-0.698222,217,R
3.56772,-0.0255086,-0.698222,218,A
3.72836,-0.160325,-0.698222,218,A
3.72836,-0.160325,-0.698222,219,R
3.30557,-0.0255086,-1.39644,219,R
3.30557,-0.0255086,-1.39644,220,B
3.35105,-0.283678,-1.39644,220,B
3.35105,-0.283678,-1.39644,221,L
3.35105,-0.283678,-0.698222,221,L
3.35105,-0.283678,-0.698222,222,A
3.51169,-0.418495,-0.698222,222,A
3.51169,-0.418495,-0.698222,223,R
3.35105,-0.283678,-2.09467,223,R
3.35105,-0.283678,-2.09467,224,A
3.24614,-0.465268,-2.09467,224,A
3.24614,-0.465268,-2.09467,225,R
2.64497,0.185143,-1.39644,225,R
2.64497,0.185143,-1.39644,226,B
2.71603,-0.218247,-1.39644,226,B
2.71603,-0.218247,-1.39644,227,L
2.71603,-0.218247,-0.698222,227,L
2.71603,-0.218247,-0.698222,228,B
2.96703,-0.428899,-0.698222,228,B
2.96703,-0.428899,-0.698222,229,L
2.96703,-0.428899,0,229,L
2.96703,-0.428899,0,230,B
3.22917,-0.428899,0,230,B
3.22917,-0.428899,0,231,L
3.22917,-0.428899,0.698222,231,L
3.22917,-0.428899,0.698222,232,A
3.38981,-0.294082,0.698222,232,A
3.38981,-0.294082,0.698222,233,R
3.22917,-0.428899,-0.698222,233,R
3.22917,-0.428899,-0.698222,234,A
3.38981,-0.563716,-0.698222,234,A
3.38981,-0.563716,-0.698222,235,R
2.96703,-0.428899,-1.39644,235,R
2.96703,-0.428899,-1.39644,236,B
3.0125,-0.687068,-1.39644,236,B
3.0125,-0.687068,-1.39644,237,L
3.0125,-0.687068,-0.698222,237,L
3.0125,-0.687068,-0.698222,238,A
3.17314,-0.821885,-0.698222,238,A
3.17314,-0.821885,-0.698222,239,R
3.0125,-0.687068,-2.09467,239,R
3.0125,-0.687068,-2.09467,240,A
2.90759,-0.868659,-2.09467,240,A
2.90759,-0.868659,-2.09467,241,R
2.71603,-0.218247,-2.09467,241,R
2.71603,-0.218247,-2.09467,242,B
2.55211,-0.501982,-2.09467,242,B
2.55211,-0.501982,-2.09467,243,L
2.55211,-0.501982,-1.39644,243,L
2.55211,-0.501982,-1.39644,244,B
2.59758,-0.760152,-1.39644,244,B
2.59758,-0.760152,-1.39644,245,L
2.59758,-0.760152,-0.698222,245,L
2.59758,-0.760152,-0.698222,246,A
2.75822,-0.894969,-0.698222,246,A
2.75822,-0.894969,-0.698222,247,R
2.59758,-0.760152,-2.09467,247,R
2.59758,-0.760152,-2.09467,248,A
2.49268,-0.941742,-2.09467,248,A
2.49268,-0.941742,-2.09467,249,R
2.55211,-0.501982,-2.79289,249,R
2.55211,-0.501982,-2.79289,250,B
2.30574,-0.591551,-2.79289,250,B
2.30574,-0.591551,-2.79289,251,L
2.30574,-0.591551,-2.09467,251,L
2.30574,-0.591551,-2.09467,252,A
2.20084,-0.773142,-2.09467,252,A
2.20084,-0.773142,-2.09467,253,R
2.30574,-0.591551,-3.49111,253,R
2.30574,-0.591551,-3.49111,254,A
2.10871,-0.519735,-3.49111,254,A
2.10871,-0.519735,-3.49111,255,R
1,0,-0.698222,255,R
1,0,-0.698222,256,B
1.61279,-0.514286,-0.698222,256,B
1.61279,-0.514286,-0.698222,257,L
1.61279,-0.514286,0,257,L
1.61279,-0.514286,0,258,B
2.25279,-0.514286,0,258,B
2.25279,-0.514286,0,259,L
2.25279,-0.514286,0.698222,259,L
2.25279,-0.514286,0.698222,260,B
2.64497,-0.185143,0.698222,260,B
2.64497,-0.185143,0.698222,261,L
2.64497,-0.185143,1.39644,261,L
2.64497,-0.185143,1.39644,262,B
2.71603,0.218247,1.39644,262,B
2.71603,0.218247,1.39644,263,L
2.71603,0.218247,2.09467,263,L
2.71603,0.218247,2.09467,264,B
2.55211,0.501982,2.09467,264,B
2.55211,0.501982,2.09467,265,L
2.55211,0.501982,2.79289,265,L
2.55211,0.501982,2.79289,266,B
2.30574,0.591551,2.79289,266,B
2.30574,0.591551,2.79289,267,L
2.30574,0.591551,3.49111,267,L
2.30574,0.591551,3.49111,268,A
2.10871,0.519735,3.49111,268,A
2.10871,0.519735,3.49111,269,R
2.30574,0.591551,2.09467,269,R
2.30574,0.591551,2.09467,270,A
2.20084,0.773142,2.09467,270,A
2.20084,0.773142,2.09467,271,R
2.55211,0.501982,1.39644,271,R
2.55211,0.501982,1.39644,272,B
2.59758,0.760152,1.39644,272,B
2.59758,0.760152,1.39644,273,L
2.59758,0.760152,2.09467,273,L
2.59758,0.760152,2.09467,274,A
2.49268,0.941742,2.09467,274,A
2.49268,0.941742,2.09467,275,R
2.59758,0.760152,0.698222,275,R
2.59758,0.760152,0.698222,276,A
2.75822,0.894969,0.698222,276,A
2.75822,0.894969,0.698222,277,R
2.71603,0.218247,0.698222,277,R
2.71603,0.218247,0.698222,278,B
2.96703,0.428899,0.698222,278,B
2.96703,0.428899,0.698222,279,L
2.96703,0.428899,1.39644,279,L
2.96703,0.428899,1.39644,280,B
3.0125,0.687068,1.39644,280,B
3.0125,0.687068,1.39644,281,L
3.0125,0.687068,2.09467,281,L
3.0125,0.687068,2.09467,282,A
2.90759,0.868659,2.09467,282,A
2.90759,0.868659,2.09467,283,R
3.0125,0.687068,0.698222,283,R
3.0125,0.687068,0.698222,284,A
3.17314,0.821885,0.698222,284,A
3.17314,0.821885,0.698222,285,R
2.96703,0.428899,0,285,R
2.96703,0.428899,0,286,B
3.22917,0.428899,0,286,B
3.22917,0.428899,0,287,L
3.22917,0.428899,0.698222,287,L
3.22917,0.428899,0.698222,288,A
3.38981,0.563716,0.698222,288,A
3.38981,0.563716,0.698222,289,R
3.22917,0.428899,-0.698222,289,R
3.22917,0.428899,-0.698222,290,A
3.38981,0.294082,-0.698222,290,A
3.38981,0.294082,-0.698222,291,R
2.64497,-0.185143,0,291,R
2.64497,-0.185143,0,292,B
3.05457,-0.185143,0,292,B
3.05457,-0.185143,0,293,L
3.05457,-0.185143,0.698222,293,L
3.05457,-0.185143,0.698222,294,B
3.30557,0.0255086,0.698222,294,B
3.30557,0.0255086,0.698222,295,L
3.30557,0.0255086,1.39644,295,L
3.30557,0.0255086,1.39644,296,B
3.35105,0.283678,1.39644,296,B
3.35105,0.283678,1.39644,297,L
3.35105,0.283678,2.09467,297,L
3.35105,0.283678,2.09467,298,A
3.24614,0.465268,2.09467,298,A
3.24614,0.465268,2.09467,299,R
3.35105,0.283678,0.698222,299,R
3.35105,0.283678,0.698222,300,A
3.51169,0.418495,0.698222,300,A
3.51169,0.418495,0.698222,301,R
3.30557,0.0255086,0,301,R
3.30557,0.0255086,0,302,B
3.56772,0.0255086,0,302,B
3.56772,0.0255086,0,303,L
3.56772,0.0255086,0.698222,303,L
3.56772,0.0255086,0.698222,304,A
3.72836,0.160325,0.698222,304,A
3.72836,0.160325,0.698222,305,R
3.56772,0.0255086,-0.698222,305,R
3.56772,0.0255086,-0.698222,306,A
3.72836,-0.109308,-0.698222,306,A
3.72836,-0.109308,-0.698222,307,R
3.05457,-0.185143,-0.698222,307,R
3.05457,-0.185143,-0.698222,308,B
3.30557,-0.395794,-0.698222,308,B
3.30557,-0.395794,-0.698222,309,L
3.30557,-0.395794,0,309,L
3.30557,-0.395794,0,310,B
3.56772,-0.395794,0,310,B
3.56772,-0.395794,0,311,L
3.56772,-0.395794,0.698222,311,L
3.56772,-0.395794,0.698222,312,A
3.72836,-0.260977,0.698222,312,A
3.72836,-0.260977,0.698222,313,R
3.56772,-0.395794,-0.698222,313,R
3.56772,-0.395794,-0.698222,314,A
3.72836,-0.530611,-0.698222,314,A
3.72836,-0.530611,-0.698222,315,R
3.30557,-0.395794,-1.39644,315,R
3.30557,-0.395794,-1.39644,316,B
3.35105,-0.653964,-1.39644,316,B
3.35105,-0.653964,-1.39644,317,L
3.35105,-0.653964,-0.698222,317,L
3.35105,-0.653964,-0.698222,318,A
3.51169,-0.788781,-0.698222,318,A
3.51169,-0.788781,-0.698222,319,R
3.35105,-0.653964,-2.09467,319,R
3.35105,-0.653964,-2.09467,320,A
3.24614,-0.835554,-2.09467,320,A
3.24614,-0.835554,-2.09467,321,R
2.25279,-0.514286,-0.698222,321,R
2.25279,-0.514286,-0.698222,322,B
2.64497,-0.843428,-0.698222,322,B
2.64497,-0.843428,-0.698222,323,L
2.64497,-0.843428,0,323,L
2.64497,-0.843428,0,324,B
3.05457,-0.843428,0,324,B
3.05457,-0.843428,0,325,L
3.05457,-0.843428,0.698222,325,L
3.05457,-0.843428,0.698222,326,B
3.30557,-0.632777,0.698222,326,B
3.30557,-0.632777,0.698222,327,L
3.30557,-0.632777,1.39644,327,L
3.30557,-0.632777,1.39644,328,B
3.35105,-0.374607,1.39644,328,B
3.35105,-0.374607,1.39644,329,L
3.35105,-0.374607,2.09467,329,L
3.35105,-0.374607,2.09467,330,A
3.24614,-0.193017,2.09467,330,A
3.24614,-0.193017,2.09467,331,R
3.35105,-0.374607,0.698222,331,R
3.35105,-0.374607,0.698222,332,A
3.51169,-0.23979,0.698222,332,A
3.51169,-0.23979,0.698222,333,R
3.30557,-0.632777,0,333,R
3.30557,-0.632777,0,334,B
3.56772,-0.632777,0,334,B
3.56772,-0.632777,0,335,L
3.56772,-0.632777,0.698222,335,L
3.56772,-0.632777,0.698222,336,A
3.72836,-0.49796,0.698222,336,A
3.72836,-0.49796,0.698222,337,R
3.56772,-0.632777,-0.698222,337,R
3.56772,-0.632777,-0.698222,338,A
3.72836,-0.767594,-0.698222,338,A
3.72836,-0.767594,-0.698222,339,R
3.05457,-0.843428,-0.698222,339,R
3.05457,-0.843428,-0.698222,340,B
3.30557,-1.05408,-0.698222,340,B
3.30557,-1.05408,-0.698222,341,L
3.30557,-1.05408,0,341,L
3.30557,-1.05408,0,342,B
3.56772,-1.05408,0,342,B
3.56772,-1.05408,0,343,L
3.56772,-1.05408,0.698222,343,L
3.56772,-1.05408,0.698222,344,A
3.72836,-0.919263,0.698222,344,A
3.72836,-0.919263,0.698222,345,R
3.56772,-1.05408,-0.698222,345,R
3.56772,-1.05408,-0.698222,346,A
3.72836,-1.1889,-0.698222,346,A
3.72836,-1.1889,-0.698222,347,R
3.30557,-1.05408,-1.39644,347,R
3.30557,-1.05408,-1.39644,348,B
3.35105,-1.31225,-1.39644,348,B
3.35105,-1.31225,-1.39644,349,L
3.35105,-1.31225,-0.698222,349,L
3.35105,-1.31225,-0.698222,350,A
3.51169,-1.44707,-0.698222,350,A
3.51169,-1.44707,-0.698222,351,R
3.35105,-1.31225,-2.09467,351,R
3.35105,-1.31225,-2.09467,352,A
3.24614,-1.49384,-2.09467,352,A
3.24614,-1.49384,-2.09467,353,R
2.64497,-0.843428,-1.39644,353,R
2.64497,-0.843428,-1.39644,354,B
2.71603,-1.24682,-1.39644,354,B
2.71603,-1.24682,-1.39644,355,L
2.71603,-1.24682,-0.698222,355,L
2.71603,-1.24682,-0.698222,356,B
2.96703,-1.45747,-0.698222,356,B
2.96703,-1.45747,-0.698222,357,L
2.96703,-1.45747,0,357,L
2.96703,-1.45747,0,358,B
3.22917,-1.45747,0,358,B
3.22917,-1.45747,0,359,L
3.22917,-1.45747,0.698222,359,L
3.22917,-1.45747,0.698222,360,A
3.38981,-1.32265,0.698222,360,A
3.38981,-1.32265,0.698222,361,R
3.22917,-1.45747,-0.698222,361,R
3.22917,-1.45747,-0.698222,362,A
3.38981,-1.59229,-0.698222,362,A
3.38981,-1.59229,-0.698222,363,R
