time, m, h, n, V
24.7,0.0864351,0.497394,0.368521,-4.33177
24.71,0.0864538,0.497323,0.368554,-4.33371
24.72,0.0864725,0.497251,0.368587,-4.33564
24.73,0.0864912,0.49718,0.36862,-4.33757
24.74,0.0865099,0.497109,0.368653,-4.3395
24.75,0.0865286,0.497037,0.368686,-4.34144
24.76,0.0865473,0.496966,0.368719,-4.34337
24.77,0.086566,0.496895,0.368752,-4.3453
24.78,0.0865847,0.496823,0.368785,-4.34723
24.79,0.0866033,0.496752,0.368817,-4.34915
24.8,0.086622,0.496681,0.36885,-4.35108
24.81,0.0866407,0.496609,0.368883,-4.35301
24.82,0.0866594,0.496538,0.368916,-4.35494
24.83,0.0866781,0.496467,0.368949,-4.35686
24.84,0.0866967,0.496395,0.368982,-4.35879
24.85,0.0867154,0.496324,0.369015,-4.36072
24.86,0.0867341,0.496253,0.369048,-4.36264
24.87,0.0867527,0.496181,0.369081,-4.36456
24.88,0.0867714,0.49611,0.369114,-4.36649
24.89,0.0867901,0.496038,0.369147,-4.36841
24.9,0.0868087,0.495967,0.369179,-4.37033
24.91,0.0868274,0.495896,0.369212,-4.37225
24.92,0.086846,0.495824,0.369245,-4.37418
24.93,0.0868647,0.495753,0.369278,-4.3761
24.94,0.0868833,0.495682,0.369311,-4.37802
24.95,0.086902,0.49561,0.369344,-4.37993
24.96,0.0869206,0.495539,0.369377,-4.38185
24.97,0.0869393,0.495468,0.36941,-4.38377
24.98,0.0869579,0.495396,0.369442,-4.38569
24.99,0.0869765,0.495325,0.369475,-4.3876
25,0.0869952,0.495254,0.369508,-4.38952
25.01,0.0870138,0.495182,0.369541,-4.39144
25.02,0.0870324,0.495111,0.369574,-4.39335
25.03,0.0870511,0.49504,0.369607,-4.39527
25.04,0.0870697,0.494968,0.36964,-4.39718
25.05,0.0870883,0.494897,0.369672,-4.39909
25.06,0.0871069,0.494826,0.369705,-4.401
25.07,0.0871255,0.494754,0.369738,-4.40292
25.08,0.0871442,0.494683,0.369771,-4.40483
25.09,0.0871628,0.494612,0.369804,-4.40674
25.1,0.0871814,0.49454,0.369837,-4.40865
25.11,0.0872,0.494469,0.369869,-4.41056
25.12,0.0872186,0.494398,0.369902,-4.41247
25.13,0.0872372,0.494326,0.369935,-4.41437
25.14,0.0872558,0.494255,0.369968,-4.41628
25.15,0.0872744,0.494184,0.370001,-4.41819
25.16,0.087293,0.494112,0.370033,-4.42009
25.17,0.0873116,0.494041,0.370066,-4.422
25.18,0.0873302,0.49397,0.370099,-4.4239
25.19,0.0873488,0.493898,0.370132,-4.42581
25.2,0.0873674,0.493827,0.370164,-4.42771
25.21,0.0873859,0.493756,0.370197,-4.42961
25.22,0.0874045,0.493684,0.37023,-4.43152
25.23,0.0874231,0.493613,0.370263,-4.43342
25.24,0.0874417,0.493542,0.370296,-4.43532
25.25,0.0874603,0.493471,0.370328,-4.43722
25.26,0.0874788,0.493399,0.370361,-4.43912
25.27,0.0874974,0.493328,0.370394,-4.44102
25.28,0.087516,0.493257,0.370427,-4.44292
25.29,0.0875345,0.493185,0.370459,-4.44482
25.3,0.0875531,0.493114,0.370492,-4.44671
25.31,0.0875716,0.493043,0.370525,-4.44861
25.32,0.0875902,0.492971,0.370558,-4.45051
25.33,0.0876087,0.4929,0.37059,-4.4524
25.34,0.0876273,0.492829,0.370623,-4.4543
25.35,0.0876458,0.492758,0.370656,-4.45619
25.36,0.0876644,0.492686,0.370688,-4.45808
25.37,0.0876829,0.492615,0.370721,-4.45998
25.38,0.0877015,0.492544,0.370754,-4.46187
25.39,0.08772,0.492472,0.370787,-4.46376
25.4,0.0877385,0.492401,0.370819,-4.46565
25.41,0.0877571,0.49233,0.370852,-4.46754
25.42,0.0877756,0.492259,0.370885,-4.46943
25.43,0.0877941,0.492187,0.370917,-4.47132
25.44,0.0878126,0.492116,0.37095,-4.47321
25.45,0.0878312,0.492045,0.370983,-4.4751
25.46,0.0878497,0.491973,0.371015,-4.47698
25.47,0.0878682,0.491902,0.371048,-4.47887
25.48,0.0878867,0.491831,0.371081,-4.48075
25.49,0.0879052,0.49176,0.371113,-4.48264
25.5,0.0879237,0.491688,0.371146,-4.48452
25.51,0.0879422,0.491617,0.371179,-4.48641
25.52,0.0879607,0.491546,0.371211,-4.48829
25.53,0.0879792,0.491475,0.371244,-4.49017
25.54,0.0879977,0.491403,0.371277,-4.49206
25.55,0.0880162,0.491332,0.371309,-4.49394
25.56,0.0880347,0.491261,0.371342,-4.49582
25.57,0.0880532,0.49119,0.371374,-4.4977
25.58,0.0880717,0.491118,0.371407,-4.49958
25.59,0.0880902,0.491047,0.37144,-4.50146
25.6,0.0881086,0.490976,0.371472,-4.50333
25.61,0.0881271,0.490905,0.371505,-4.50521
25.62,0.0881456,0.490834,0.371538,-4.50709
25.63,0.0881641,0.490762,0.37157,-4.50897
25.64,0.0881825,0.490691,0.371603,-4.51084
25.65,0.088201,0.49062,0.371635,-4.51272
25.66,0.0882195,0.490549,0.371668,-4.51459
25.67,0.0882379,0.490477,0.3717,-4.51646
25.68,0.0882564,0.490406,0.371733,-4.51834
25.69,0.0882748,0.490335,0.371766,-4.52021
25.7,0.0882933,0.490264,0.371798,-4.52208
25.71,0.0883117,0.490193,0.371831,-4.52395
25.72,0.0883302,0.490121,0.371863,-4.52582
25.73,0.0883486,0.49005,0.371896,-4.52769
25.74,0.088367,0.489979,0.371928,-4.52956
25.75,0.0883855,0.489908,0.371961,-4.53143
25.76,0.0884039,0.489837,0.371994,-4.5333
25.77,0.0884223,0.489765,0.372026,-4.53516
25.78,0.0884408,0.489694,0.372059,-4.53703
25.79,0.0884592,0.489623,0.372091,-4.5389
25.8,0.0884776,0.489552,0.372124,-4.54076
25.81,0.088496,0.489481,0.372156,-4.54263
25.82,0.0885144,0.48941,0.372189,-4.54449
25.83,0.0885329,0.489338,0.372221,-4.54635
25.84,0.0885513,0.489267,0.372254,-4.54822
25.85,0.0885697,0.489196,0.372286,-4.55008
25.86,0.0885881,0.489125,0.372319,-4.55194
25.87,0.0886065,0.489054,0.372351,-4.5538
25.88,0.0886249,0.488983,0.372384,-4.55566
25.89,0.0886433,0.488912,0.372416,-4.55752
25.9,0.0886617,0.48884,0.372449,-4.55938
25.91,0.08868,0.488769,0.372481,-4.56124
25.92,0.0886984,0.488698,0.372514,-4.56309
25.93,0.0887168,0.488627,0.372546,-4.56495
25.94,0.0887352,0.488556,0.372579,-4.56681
25.95,0.0887536,0.488485,0.372611,-4.56866
25.96,0.0887719,0.488414,0.372643,-4.57052
25.97,0.0887903,0.488343,0.372676,-4.57237
25.98,0.0888087,0.488271,0.372708,-4.57422
25.99,0.088827,0.4882,0.372741,-4.57608
26,0.0888454,0.488129,0.372773,-4.57793
26.01,0.0888638,0.488058,0.372806,-4.57978
26.02,0.0888821,0.487987,0.372838,-4.58163
26.03,0.0889005,0.487916,0.37287,-4.58348
26.04,0.0889188,0.487845,0.372903,-4.58533
26.05,0.0889372,0.487774,0.372935,-4.58718
26.06,0.0889555,0.487703,0.372968,-4.58903
26.07,0.0889738,0.487632,0.373,-4.59088
26.08,0.0889922,0.487561,0.373032,-4.59272
26.09,0.0890105,0.48749,0.373065,-4.59457
26.1,0.0890288,0.487418,0.373097,-4.59641
26.11,0.0890472,0.487347,0.37313,-4.59826
26.12,0.0890655,0.487276,0.373162,-4.6001
26.13,0.0890838,0.487205,0.373194,-4.60195
26.14,0.0891021,0.487134,0.373227,-4.60379
26.15,0.0891204,0.487063,0.373259,-4.60563
26.16,0.0891387,0.486992,0.373291,-4.60747
26.17,0.0891571,0.486921,0.373324,-4.60932
26.18,0.0891754,0.48685,0.373356,-4.61116
26.19,0.0891937,0.486779,0.373388,-4.613
26.2,0.089212,0.486708,0.373421,-4.61483
26.21,0.0892303,0.486637,0.373453,-4.61667
26.22,0.0892485,0.486566,0.373485,-4.61851
26.23,0.0892668,0.486495,0.373518,-4.62035
26.24,0.0892851,0.486424,0.37355,-4.62218
26.25,0.0893034,0.486353,0.373582,-4.62402
26.26,0.0893217,0.486282,0.373615,-4.62585
26.27,0.08934,0.486211,0.373647,-4.62769
26.28,0.0893582,0.48614,0.373679,-4.62952
26.29,0.0893765,0.486069,0.373711,-4.63136
26.3,0.0893948,0.485998,0.373744,-4.63319
26.31,0.089413,0.485927,0.373776,-4.63502
26.32,0.0894313,0.485856,0.373808,-4.63685
26.33,0.0894495,0.485785,0.373841,-4.63868
26.34,0.0894678,0.485714,0.373873,-4.64051
26.35,0.089486,0.485643,0.373905,-4.64234
26.36,0.0895043,0.485573,0.373937,-4.64417
26.37,0.0895225,0.485502,0.37397,-4.646
26.38,0.0895408,0.485431,0.374002,-4.64782
26.39,0.089559,0.48536,0.374034,-4.64965
26.4,0.0895772,0.485289,0.374066,-4.65148
26.41,0.0895955,0.485218,0.374098,-4.6533
26.42,0.0896137,0.485147,0.374131,-4.65513
26.43,0.0896319,0.485076,0.374163,-4.65695
26.44,0.0896501,0.485005,0.374195,-4.65877
26.45,0.0896684,0.484934,0.374227,-4.6606
26.46,0.0896866,0.484863,0.37426,-4.66242
26.47,0.0897048,0.484793,0.374292,-4.66424
26.48,0.089723,0.484722,0.374324,-4.66606
26.49,0.0897412,0.484651,0.374356,-4.66788
26.5,0.0897594,0.48458,0.374388,-4.6697
26.51,0.0897776,0.484509,0.37442,-4.67152
26.52,0.0897958,0.484438,0.374453,-4.67334
26.53,0.089814,0.484367,0.374485,-4.67515
26.54,0.0898322,0.484296,0.374517,-4.67697
26.55,0.0898503,0.484226,0.374549,-4.67879
26.56,0.0898685,0.484155,0.374581,-4.6806
26.57,0.0898867,0.484084,0.374613,-4.68242
26.58,0.0899049,0.484013,0.374645,-4.68423
26.59,0.089923,0.483942,0.374678,-4.68604
26.6,0.0899412,0.483871,0.37471,-4.68786
26.61,0.0899594,0.483801,0.374742,-4.68967
26.62,0.0899775,0.48373,0.374774,-4.69148
26.63,0.0899957,0.483659,0.374806,-4.69329
26.64,0.0900138,0.483588,0.374838,-4.6951
26.65,0.090032,0.483518,0.37487,-4.69691
26.66,0.0900501,0.483447,0.374902,-4.69872
26.67,0.0900683,0.483376,0.374934,-4.70053
26.68,0.0900864,0.483305,0.374966,-4.70233
26.69,0.0901046,0.483234,0.374999,-4.70414
26.7,0.0901227,0.483164,0.375031,-4.70595
26.71,0.0901408,0.483093,0.375063,-4.70775
26.72,0.090159,0.483022,0.375095,-4.70956
26.73,0.0901771,0.482951,0.375127,-4.71136
26.74,0.0901952,0.482881,0.375159,-4.71317
26.75,0.0902133,0.48281,0.375191,-4.71497
26.76,0.0902314,0.482739,0.375223,-4.71677
26.77,0.0902495,0.482669,0.375255,-4.71857
26.78,0.0902676,0.482598,0.375287,-4.72037
26.79,0.0902857,0.482527,0.375319,-4.72217
26.8,0.0903038,0.482456,0.375351,-4.72397
26.81,0.0903219,0.482386,0.375383,-4.72577
26.82,0.09034,0.482315,0.375415,-4.72757
26.83,0.0903581,0.482244,0.375447,-4.72937
26.84,0.0903762,0.482174,0.375479,-4.73116
26.85,0.0903943,0.482103,0.375511,-4.73296
26.86,0.0904124,0.482032,0.375543,-4.73476
26.87,0.0904304,0.481962,0.375575,-4.73655
26.88,0.0904485,0.481891,0.375607,-4.73835
26.89,0.0904666,0.48182,0.375639,-4.74014
26.9,0.0904846,0.48175,0.375671,-4.74193
26.91,0.0905027,0.481679,0.375703,-4.74372
26.92,0.0905208,0.481609,0.375735,-4.74552
26.93,0.0905388,0.481538,0.375767,-4.74731
26.94,0.0905569,0.481467,0.375798,-4.7491
26.95,0.0905749,0.481397,0.37583,-4.75089
26.96,0.090593,0.481326,0.375862,-4.75268
26.97,0.090611,0.481256,0.375894,-4.75447
26.98,0.090629,0.481185,0.375926,-4.75625
26.99,0.0906471,0.481114,0.375958,-4.75804
27,0.0906651,0.481044,0.37599,-4.75983
27.01,0.0906831,0.480973,0.376022,-4.76161
27.02,0.0907012,0.480903,0.376054,-4.7634
27.03,0.0907192,0.480832,0.376086,-4.76518
27.04,0.0907372,0.480762,0.376117,-4.76697
27.05,0.0907552,0.480691,0.376149,-4.76875
27.06,0.0907732,0.480621,0.376181,-4.77053
27.07,0.0907912,0.48055,0.376213,-4.77231
27.08,0.0908092,0.48048,0.376245,-4.7741
27.09,0.0908272,0.480409,0.376277,-4.77588
27.1,0.0908452,0.480339,0.376309,-4.77766
27.11,0.0908632,0.480268,0.37634,-4.77944
27.12,0.0908812,0.480198,0.376372,-4.78121
27.13,0.0908992,0.480127,0.376404,-4.78299
27.14,0.0909172,0.480057,0.376436,-4.78477
27.15,0.0909351,0.479986,0.376468,-4.78655
27.16,0.0909531,0.479916,0.376499,-4.78832
27.17,0.0909711,0.479845,0.376531,-4.7901
27.18,0.090989,0.479775,0.376563,-4.79187
27.19,0.091007,0.479704,0.376595,-4.79365
27.2,0.091025,0.479634,0.376627,-4.79542
27.21,0.0910429,0.479563,0.376658,-4.79719
27.22,0.0910609,0.479493,0.37669,-4.79897
27.23,0.0910788,0.479423,0.376722,-4.80074
27.24,0.0910968,0.479352,0.376754,-4.80251
27.25,0.0911147,0.479282,0.376785,-4.80428
27.26,0.0911327,0.479211,0.376817,-4.80605
27.27,0.0911506,0.479141,0.376849,-4.80782
27.28,0.0911685,0.479071,0.376881,-4.80958
27.29,0.0911865,0.479,0.376912,-4.81135
27.3,0.0912044,0.47893,0.376944,-4.81312
27.31,0.0912223,0.47886,0.376976,-4.81489
27.32,0.0912402,0.478789,0.377007,-4.81665
27.33,0.0912581,0.478719,0.377039,-4.81842
27.34,0.091276,0.478649,0.377071,-4.82018
27.35,0.091294,0.478578,0.377102,-4.82195
27.36,0.0913119,0.478508,0.377134,-4.82371
27.37,0.0913298,0.478438,0.377166,-4.82547
27.38,0.0913477,0.478367,0.377197,-4.82723
27.39,0.0913656,0.478297,0.377229,-4.82899
27.4,0.0913834,0.478227,0.377261,-4.83075
27.41,0.0914013,0.478157,0.377292,-4.83251
27.42,0.0914192,0.478086,0.377324,-4.83427
27.43,0.0914371,0.478016,0.377356,-4.83603
27.44,0.091455,0.477946,0.377387,-4.83779
27.45,0.0914728,0.477876,0.377419,-4.83955
27.46,0.0914907,0.477805,0.377451,-4.84131
27.47,0.0915086,0.477735,0.377482,-4.84306
27.48,0.0915264,0.477665,0.377514,-4.84482
27.49,0.0915443,0.477595,0.377545,-4.84657
27.5,0.0915622,0.477524,0.377577,-4.84833
27.51,0.09158,0.477454,0.377609,-4.85008
27.52,0.0915979,0.477384,0.37764,-4.85183
27.53,0.0916157,0.477314,0.377672,-4.85359
27.54,0.0916335,0.477244,0.377703,-4.85534
27.55,0.0916514,0.477174,0.377735,-4.85709
27.56,0.0916692,0.477103,0.377766,-4.85884
27.57,0.091687,0.477033,0.377798,-4.86059
27.58,0.0917049,0.476963,0.377829,-4.86234
27.59,0.0917227,0.476893,0.377861,-4.86409
27.6,0.0917405,0.476823,0.377893,-4.86583
27.61,0.0917583,0.476753,0.377924,-4.86758
27.62,0.0917761,0.476683,0.377956,-4.86933
27.63,0.091794,0.476613,0.377987,-4.87107
27.64,0.0918118,0.476542,0.378019,-4.87282
27.65,0.0918296,0.476472,0.37805,-4.87456
27.66,0.0918474,0.476402,0.378082,-4.87631
27.67,0.0918652,0.476332,0.378113,-4.87805
27.68,0.0918829,0.476262,0.378145,-4.8798
27.69,0.0919007,0.476192,0.378176,-4.88154
27.7,0.0919185,0.476122,0.378207,-4.88328
27.71,0.0919363,0.476052,0.378239,-4.88502
27.72,0.0919541,0.475982,0.37827,-4.88676
27.73,0.0919719,0.475912,0.378302,-4.8885
27.74,0.0919896,0.475842,0.378333,-4.89024
27.75,0.0920074,0.475772,0.378365,-4.89198
27.76,0.0920252,0.475702,0.378396,-4.89372
27.77,0.0920429,0.475632,0.378428,-4.89545
27.78,0.0920607,0.475562,0.378459,-4.89719
27.79,0.0920784,0.475492,0.37849,-4.89893
27.8,0.0920962,0.475422,0.378522,-4.90066
27.81,0.0921139,0.475352,0.378553,-4.9024
27.82,0.0921317,0.475282,0.378585,-4.90413
27.83,0.0921494,0.475212,0.378616,-4.90586
27.84,0.0921672,0.475142,0.378647,-4.9076
27.85,0.0921849,0.475073,0.378679,-4.90933
27.86,0.0922026,0.475003,0.37871,-4.91106
27.87,0.0922203,0.474933,0.378741,-4.91279
27.88,0.0922381,0.474863,0.378773,-4.91452
27.89,0.0922558,0.474793,0.378804,-4.91625
27.9,0.0922735,0.474723,0.378835,-4.91798
27.91,0.0922912,0.474653,0.378867,-4.91971
27.92,0.0923089,0.474583,0.378898,-4.92144
27.93,0.0923266,0.474514,0.378929,-4.92317
27.94,0.0923443,0.474444,0.378961,-4.92489
27.95,0.092362,0.474374,0.378992,-4.92662
27.96,0.0923797,0.474304,0.379023,-4.92835
27.97,0.0923974,0.474234,0.379055,-4.93007
27.98,0.0924151,0.474164,0.379086,-4.9318
27.99,0.0924328,0.474095,0.379117,-4.93352
28,0.0924505,0.474025,0.379148,-4.93524
28.01,0.0924681,0.473955,0.37918,-4.93697
28.02,0.0924858,0.473885,0.379211,-4.93869
28.03,0.0925035,0.473816,0.379242,-4.94041
28.04,0.0925212,0.473746,0.379273,-4.94213
28.05,0.0925388,0.473676,0.379305,-4.94385
28.06,0.0925565,0.473606,0.379336,-4.94557
28.07,0.0925741,0.473537,0.379367,-4.94729
28.08,0.0925918,0.473467,0.379398,-4.94901
28.09,0.0926094,0.473397,0.37943,-4.95073
28.1,0.0926271,0.473328,0.379461,-4.95244
28.11,0.0926447,0.473258,0.379492,-4.95416
28.12,0.0926624,0.473188,0.379523,-4.95588
28.13,0.09268,0.473119,0.379554,-4.95759
28.14,0.0926977,0.473049,0.379585,-4.95931
28.15,0.0927153,0.472979,0.379617,-4.96102
28.16,0.0927329,0.47291,0.379648,-4.96273
28.17,0.0927505,0.47284,0.379679,-4.96445
28.18,0.0927682,0.47277,0.37971,-4.96616
28.19,0.0927858,0.472701,0.379741,-4.96787
28.2,0.0928034,0.472631,0.379772,-4.96958
28.21,0.092821,0.472562,0.379803,-4.97129
28.22,0.0928386,0.472492,0.379835,-4.973
28.23,0.0928562,0.472423,0.379866,-4.97471
28.24,0.0928738,0.472353,0.379897,-4.97642
28.25,0.0928914,0.472283,0.379928,-4.97813
28.26,0.092909,0.472214,0.379959,-4.97984
28.27,0.0929266,0.472144,0.37999,-4.98155
28.28,0.0929442,0.472075,0.380021,-4.98325
28.29,0.0929618,0.472005,0.380052,-4.98496
28.3,0.0929793,0.471936,0.380083,-4.98666
28.31,0.0929969,0.471866,0.380114,-4.98837
28.32,0.0930145,0.471797,0.380145,-4.99007
28.33,0.0930321,0.471727,0.380177,-4.99178
28.34,0.0930496,0.471658,0.380208,-4.99348
28.35,0.0930672,0.471588,0.380239,-4.99518
28.36,0.0930848,0.471519,0.38027,-4.99689
28.37,0.0931023,0.47145,0.380301,-4.99859
28.38,0.0931199,0.47138,0.380332,-5.00029
28.39,0.0931374,0.471311,0.380363,-5.00199
28.4,0.093155,0.471241,0.380394,-5.00369
28.41,0.0931725,0.471172,0.380425,-5.00539
28.42,0.0931901,0.471103,0.380456,-5.00709
28.43,0.0932076,0.471033,0.380487,-5.00878
28.44,0.0932251,0.470964,0.380518,-5.01048
28.45,0.0932427,0.470895,0.380549,-5.01218
28.46,0.0932602,0.470825,0.380579,-5.01387
28.47,0.0932777,0.470756,0.38061,-5.01557
28.48,0.0932952,0.470687,0.380641,-5.01727
28.49,0.0933128,0.470617,0.380672,-5.01896
28.5,0.0933303,0.470548,0.380703,-5.02065
28.51,0.0933478,0.470479,0.380734,-5.02235
28.52,0.0933653,0.470409,0.380765,-5.02404
28.53,0.0933828,0.47034,0.380796,-5.02573
28.54,0.0934003,0.470271,0.380827,-5.02743
28.55,0.0934178,0.470202,0.380858,-5.02912
28.56,0.0934353,0.470132,0.380889,-5.03081
28.57,0.0934528,0.470063,0.38092,-5.0325
28.58,0.0934703,0.469994,0.38095,-5.03419
28.59,0.0934878,0.469925,0.380981,-5.03588
28.6,0.0935053,0.469855,0.381012,-5.03756
28.61,0.0935227,0.469786,0.381043,-5.03925
28.62,0.0935402,0.469717,0.381074,-5.04094
28.63,0.0935577,0.469648,0.381105,-5.04263
28.64,0.0935752,0.469579,0.381136,-5.04431
28.65,0.0935926,0.46951,0.381166,-5.046
28.66,0.0936101,0.46944,0.381197,-5.04768
28.67,0.0936276,0.469371,0.381228,-5.04937
28.68,0.093645,0.469302,0.381259,-5.05105
28.69,0.0936625,0.469233,0.38129,-5.05274
28.7,0.0936799,0.469164,0.38132,-5.05442
28.71,0.0936974,0.469095,0.381351,-5.0561
28.72,0.0937148,0.469026,0.381382,-5.05778
28.73,0.0937323,0.468957,0.381413,-5.05947
28.74,0.0937497,0.468888,0.381444,-5.06115
28.75,0.0937672,0.468819,0.381474,-5.06283
28.76,0.0937846,0.46875,0.381505,-5.06451
28.77,0.093802,0.468681,0.381536,-5.06619
28.78,0.0938195,0.468612,0.381567,-5.06787
28.79,0.0938369,0.468543,0.381597,-5.06954
28.8,0.0938543,0.468474,0.381628,-5.07122
28.81,0.0938717,0.468405,0.381659,-5.0729
28.82,0.0938891,0.468336,0.381689,-5.07458
28.83,0.0939066,0.468267,0.38172,-5.07625
28.84,0.093924,0.468198,0.381751,-5.07793
28.85,0.0939414,0.468129,0.381781,-5.0796
28.86,0.0939588,0.46806,0.381812,-5.08128
28.87,0.0939762,0.467991,0.381843,-5.08295
28.88,0.0939936,0.467922,0.381873,-5.08463
28.89,0.094011,0.467853,0.381904,-5.0863
28.9,0.0940284,0.467784,0.381935,-5.08797
28.91,0.0940458,0.467715,0.381965,-5.08964
28.92,0.0940631,0.467646,0.381996,-5.09131
28.93,0.0940805,0.467578,0.382027,-5.09299
28.94,0.0940979,0.467509,0.382057,-5.09466
28.95,0.0941153,0.46744,0.382088,-5.09633
28.96,0.0941327,0.467371,0.382119,-5.09799
28.97,0.09415,0.467302,0.382149,-5.09966
28.98,0.0941674,0.467233,0.38218,-5.10133
28.99,0.0941848,0.467165,0.38221,-5.103
29,0.0942021,0.467096,0.382241,-5.10467
29.01,0.0942195,0.467027,0.382271,-5.10633
29.02,0.0942369,0.466958,0.382302,-5.108
29.03,0.0942542,0.46689,0.382333,-5.10967
29.04,0.0942716,0.466821,0.382363,-5.11133
29.05,0.0942889,0.466752,0.382394,-5.113
29.06,0.0943063,0.466683,0.382424,-5.11466
29.07,0.0943236,0.466615,0.382455,-5.11633
29.08,0.094341,0.466546,0.382485,-5.11799
29.09,0.0943583,0.466477,0.382516,-5.11965
29.1,0.0943756,0.466409,0.382546,-5.12131
29.11,0.094393,0.46634,0.382577,-5.12298
29.12,0.0944103,0.466271,0.382607,-5.12464
29.13,0.0944276,0.466203,0.382638,-5.1263
29.14,0.094445,0.466134,0.382668,-5.12796
29.15,0.0944623,0.466065,0.382699,-5.12962
29.16,0.0944796,0.465997,0.382729,-5.13128
29.17,0.0944969,0.465928,0.38276,-5.13294
29.18,0.0945142,0.46586,0.38279,-5.1346
29.19,0.0945316,0.465791,0.382821,-5.13625
29.2,0.0945489,0.465723,0.382851,-5.13791
29.21,0.0945662,0.465654,0.382881,-5.13957
29.22,0.0945835,0.465585,0.382912,-5.14122
29.23,0.0946008,0.465517,0.382942,-5.14288
29.24,0.0946181,0.465448,0.382973,-5.14454
29.25,0.0946354,0.46538,0.383003,-5.14619
29.26,0.0946527,0.465311,0.383034,-5.14785
29.27,0.09467,0.465243,0.383064,-5.1495
29.28,0.0946873,0.465174,0.383094,-5.15115
29.29,0.0947045,0.465106,0.383125,-5.15281
29.3,0.0947218,0.465038,0.383155,-5.15446
29.31,0.0947391,0.464969,0.383185,-5.15611
29.32,0.0947564,0.464901,0.383216,-5.15776
29.33,0.0947737,0.464832,0.383246,-5.15942
29.34,0.0947909,0.464764,0.383276,-5.16107
29.35,0.0948082,0.464695,0.383307,-5.16272
29.36,0.0948255,0.464627,0.383337,-5.16437
29.37,0.0948428,0.464559,0.383367,-5.16602
29.38,0.09486,0.46449,0.383398,-5.16767
29.39,0.0948773,0.464422,0.383428,-5.16931
29.4,0.0948945,0.464354,0.383458,-5.17096
29.41,0.0949118,0.464285,0.383489,-5.17261
29.42,0.0949291,0.464217,0.383519,-5.17426
29.43,0.0949463,0.464149,0.383549,-5.1759
29.44,0.0949636,0.46408,0.383579,-5.17755
29.45,0.0949808,0.464012,0.38361,-5.1792
29.46,0.0949981,0.463944,0.38364,-5.18084
29.47,0.0950153,0.463876,0.38367,-5.18249
29.48,0.0950325,0.463807,0.3837,-5.18413
29.49,0.0950498,0.463739,0.383731,-5.18578
29.5,0.095067,0.463671,0.383761,-5.18742
29.51,0.0950842,0.463603,0.383791,-5.18906
29.52,0.0951015,0.463534,0.383821,-5.19071
29.53,0.0951187,0.463466,0.383852,-5.19235
29.54,0.0951359,0.463398,0.383882,-5.19399
29.55,0.0951532,0.46333,0.383912,-5.19563
29.56,0.0951704,0.463262,0.383942,-5.19727
29.57,0.0951876,0.463194,0.383972,-5.19891
29.58,0.0952048,0.463125,0.384003,-5.20055
29.59,0.095222,0.463057,0.384033,-5.20219
29.6,0.0952392,0.462989,0.384063,-5.20383
29.61,0.0952565,0.462921,0.384093,-5.20547
29.62,0.0952737,0.462853,0.384123,-5.20711
29.63,0.0952909,0.462785,0.384153,-5.20875
29.64,0.0953081,0.462717,0.384183,-5.21039
29.65,0.0953253,0.462649,0.384213,-5.21202
29.66,0.0953425,0.462581,0.384244,-5.21366
29.67,0.0953597,0.462513,0.384274,-5.2153
29.68,0.0953769,0.462445,0.384304,-5.21693
29.69,0.0953941,0.462377,0.384334,-5.21857
29.7,0.0954113,0.462309,0.384364,-5.2202
29.71,0.0954284,0.462241,0.384394,-5.22184
29.72,0.0954456,0.462173,0.384424,-5.22347
29.73,0.0954628,0.462105,0.384454,-5.22511
29.74,0.09548,0.462037,0.384484,-5.22674
29.75,0.0954972,0.461969,0.384514,-5.22837
29.76,0.0955144,0.461901,0.384544,-5.23001
29.77,0.0955315,0.461833,0.384574,-5.23164
29.78,0.0955487,0.461765,0.384604,-5.23327
29.79,0.0955659,0.461697,0.384634,-5.2349
29.8,0.0955831,0.461629,0.384664,-5.23653
29.81,0.0956002,0.461562,0.384694,-5.23816
29.82,0.0956174,0.461494,0.384724,-5.23979
29.83,0.0956346,0.461426,0.384754,-5.24142
29.84,0.0956517,0.461358,0.384784,-5.24305
29.85,0.0956689,0.46129,0.384814,-5.24468
29.86,0.0956861,0.461222,0.384844,-5.24631
29.87,0.0957032,0.461155,0.384874,-5.24794
29.88,0.0957204,0.461087,0.384904,-5.24957
29.89,0.0957375,0.461019,0.384934,-5.2512
29.9,0.0957547,0.460951,0.384964,-5.25282
29.91,0.0957718,0.460884,0.384994,-5.25445
29.92,0.095789,0.460816,0.385024,-5.25608
29.93,0.0958061,0.460748,0.385054,-5.2577
29.94,0.0958233,0.46068,0.385084,-5.25933
29.95,0.0958404,0.460613,0.385114,-5.26095
29.96,0.0958576,0.460545,0.385144,-5.26258
29.97,0.0958747,0.460477,0.385174,-5.2642
29.98,0.0958918,0.46041,0.385203,-5.26583
29.99,0.095909,0.460342,0.385233,-5.26745
30,0.0959261,0.460274,0.385263,-5.26908
30.01,0.0959432,0.460207,0.385293,-5.2707
30.02,0.0959604,0.460139,0.385323,-5.27232
30.03,0.0959775,0.460071,0.385353,-5.27394
30.04,0.0959946,0.460004,0.385383,-5.27557
30.05,0.0960118,0.459936,0.385412,-5.27719
30.06,0.0960289,0.459869,0.385442,-5.27881
30.07,0.096046,0.459801,0.385472,-5.28043
30.08,0.0960631,0.459734,0.385502,-5.28205
30.09,0.0960802,0.459666,0.385532,-5.28367
30.1,0.0960974,0.459598,0.385562,-5.28529
