time, m, h, n, V
66.4,0.0309728,0.283194,0.521032,3.97768
66.41,0.0310664,0.283715,0.520567,3.95201
66.42,0.0311604,0.284234,0.520103,3.92631
66.43,0.0312547,0.284751,0.519642,3.90058
66.44,0.0313495,0.285267,0.519181,3.87482
66.45,0.0314446,0.285781,0.518722,3.84903
66.46,0.0315401,0.286293,0.518264,3.82321
66.47,0.0316361,0.286804,0.517808,3.79736
66.48,0.0317324,0.287313,0.517353,3.77148
66.49,0.031829,0.287821,0.516899,3.74558
66.5,0.0319261,0.288326,0.516447,3.71964
66.51,0.0320236,0.288831,0.515996,3.69368
66.52,0.0321215,0.289333,0.515546,3.66769
66.53,0.0322197,0.289835,0.515098,3.64167
66.54,0.0323184,0.290334,0.514652,3.61563
66.55,0.0324174,0.290832,0.514206,3.58955
66.56,0.0325169,0.291328,0.513762,3.56345
66.57,0.0326167,0.291823,0.51332,3.53732
66.58,0.0327169,0.292316,0.512878,3.51117
66.59,0.0328176,0.292807,0.512439,3.48499
66.6,0.0329186,0.293297,0.512,3.45878
66.61,0.03302,0.293786,0.511563,3.43255
66.62,0.0331219,0.294272,0.511127,3.40629
66.63,0.0332241,0.294757,0.510693,3.38001
66.64,0.0333267,0.295241,0.51026,3.3537
66.65,0.0334298,0.295723,0.509828,3.32737
66.66,0.0335332,0.296203,0.509398,3.30101
66.67,0.0336371,0.296682,0.508969,3.27463
66.68,0.0337413,0.297159,0.508541,3.24822
66.69,0.033846,0.297634,0.508115,3.22179
66.7,0.033951,0.298108,0.50769,3.19534
66.71,0.0340565,0.298581,0.507266,3.16886
66.72,0.0341624,0.299052,0.506844,3.14236
66.73,0.0342687,0.299521,0.506423,3.11583
66.74,0.0343754,0.299988,0.506004,3.08929
66.75,0.0344825,0.300455,0.505586,3.06272
66.76,0.03459,0.300919,0.505169,3.03612
66.77,0.034698,0.301382,0.504754,3.00951
66.78,0.0348063,0.301843,0.50434,2.98288
66.79,0.0349151,0.302303,0.503927,2.95622
66.8,0.0350242,0.302761,0.503515,2.92954
66.81,0.0351338,0.303218,0.503105,2.90284
66.82,0.0352438,0.303673,0.502697,2.87612
66.83,0.0353542,0.304126,0.502289,2.84938
66.84,0.0354651,0.304578,0.501883,2.82262
66.85,0.0355763,0.305029,0.501479,2.79584
66.86,0.035688,0.305478,0.501075,2.76904
66.87,0.0358001,0.305925,0.500673,2.74222
66.88,0.0359126,0.30637,0.500273,2.71538
66.89,0.0360255,0.306815,0.499873,2.68852
66.9,0.0361389,0.307257,0.499475,2.66164
66.91,0.0362526,0.307698,0.499079,2.63475
66.92,0.0363668,0.308138,0.498683,2.60783
66.93,0.0364814,0.308576,0.498289,2.5809
66.94,0.0365965,0.309012,0.497897,2.55395
66.95,0.0367119,0.309447,0.497505,2.52698
66.96,0.0368278,0.30988,0.497115,2.5
66.97,0.0369441,0.310312,0.496727,2.473
66.98,0.0370609,0.310742,0.496339,2.44598
66.99,0.037178,0.311171,0.495953,2.41894
67,0.0372956,0.311598,0.495568,2.39189
67.01,0.0374136,0.312023,0.495185,2.36483
67.02,0.0375321,0.312447,0.494803,2.33774
67.03,0.037651,0.31287,0.494422,2.31064
67.04,0.0377703,0.313291,0.494043,2.28353
67.05,0.03789,0.31371,0.493664,2.2564
67.06,0.0380101,0.314128,0.493288,2.22925
67.07,0.0381307,0.314545,0.492912,2.2021
67.08,0.0382518,0.314959,0.492538,2.17492
67.09,0.0383732,0.315373,0.492165,2.14773
67.1,0.0384951,0.315785,0.491793,2.12053
67.11,0.0386174,0.316195,0.491423,2.09332
67.12,0.0387402,0.316604,0.491054,2.06609
67.13,0.0388633,0.317011,0.490686,2.03885
67.14,0.038987,0.317416,0.49032,2.01159
67.15,0.039111,0.317821,0.489955,1.98433
67.16,0.0392355,0.318223,0.489591,1.95705
67.17,0.0393604,0.318624,0.489229,1.92976
67.18,0.0394858,0.319024,0.488868,1.90245
67.19,0.0396116,0.319422,0.488508,1.87514
67.2,0.0397378,0.319819,0.488149,1.84781
67.21,0.0398645,0.320214,0.487792,1.82047
67.22,0.0399916,0.320608,0.487436,1.79312
67.23,0.0401191,0.321,0.487081,1.76576
67.24,0.0402471,0.32139,0.486728,1.73839
67.25,0.0403755,0.321779,0.486376,1.71101
67.26,0.0405044,0.322167,0.486025,1.68362
67.27,0.0406337,0.322553,0.485675,1.65622
67.28,0.0407634,0.322938,0.485327,1.62881
67.29,0.0408936,0.323321,0.48498,1.60139
67.3,0.0410242,0.323702,0.484634,1.57396
67.31,0.0411553,0.324082,0.48429,1.54653
67.32,0.0412868,0.324461,0.483947,1.51908
67.33,0.0414187,0.324838,0.483605,1.49163
67.34,0.0415511,0.325214,0.483264,1.46417
67.35,0.041684,0.325588,0.482925,1.4367
67.36,0.0418172,0.32596,0.482587,1.40922
67.37,0.0419509,0.326332,0.48225,1.38173
67.38,0.0420851,0.326701,0.481915,1.35424
67.39,0.0422197,0.32707,0.48158,1.32674
67.4,0.0423548,0.327436,0.481247,1.29923
67.41,0.0424903,0.327801,0.480916,1.27172
67.42,0.0426262,0.328165,0.480585,1.2442
67.43,0.0427626,0.328527,0.480256,1.21668
67.44,0.0428994,0.328888,0.479928,1.18915
67.45,0.0430367,0.329248,0.479602,1.16161
67.46,0.0431744,0.329605,0.479276,1.13407
67.47,0.0433126,0.329962,0.478952,1.10652
67.48,0.0434512,0.330317,0.478629,1.07897
67.49,0.0435902,0.33067,0.478308,1.05141
67.5,0.0437297,0.331022,0.477988,1.02385
67.51,0.0438697,0.331373,0.477668,0.996282
67.52,0.0440101,0.331722,0.477351,0.968712
67.53,0.0441509,0.332069,0.477034,0.941138
67.54,0.0442922,0.332415,0.476719,0.91356
67.55,0.044434,0.33276,0.476405,0.885979
67.56,0.0445762,0.333103,0.476092,0.858394
67.57,0.0447188,0.333445,0.47578,0.830807
67.58,0.0448619,0.333785,0.47547,0.803216
67.59,0.0450055,0.334124,0.475161,0.775623
67.6,0.0451494,0.334462,0.474853,0.748028
67.61,0.0452939,0.334798,0.474546,0.72043
67.62,0.0454388,0.335132,0.474241,0.69283
67.63,0.0455841,0.335465,0.473937,0.665229
67.64,0.0457299,0.335797,0.473634,0.637626
67.65,0.0458761,0.336127,0.473332,0.610021
67.66,0.0460228,0.336456,0.473032,0.582416
67.67,0.04617,0.336783,0.472733,0.554809
67.68,0.0463175,0.337109,0.472435,0.527201
67.69,0.0464656,0.337433,0.472138,0.499593
67.7,0.0466141,0.337756,0.471843,0.471985
67.71,0.046763,0.338077,0.471548,0.444376
67.72,0.0469124,0.338398,0.471255,0.416767
67.73,0.0470623,0.338716,0.470963,0.389158
67.74,0.0472125,0.339033,0.470673,0.36155
67.75,0.0473633,0.339349,0.470383,0.333942
67.76,0.0475145,0.339663,0.470095,0.306335
67.77,0.0476661,0.339976,0.469808,0.278729
67.78,0.0478182,0.340288,0.469523,0.251124
67.79,0.0479708,0.340598,0.469238,0.22352
67.8,0.0481238,0.340907,0.468955,0.195918
67.81,0.0482773,0.341214,0.468673,0.168317
67.82,0.0484312,0.34152,0.468392,0.140718
67.83,0.0485855,0.341824,0.468112,0.113121
67.84,0.0487403,0.342127,0.467834,0.0855263
67.85,0.0488956,0.342428,0.467557,0.0579339
67.86,0.0490513,0.342729,0.46728,0.0303439
67.87,0.0492075,0.343027,0.467006,0.00275667
67.88,0.0493641,0.343325,0.466732,-0.0248277
67.89,0.0495212,0.343621,0.46646,-0.0524092
67.9,0.0496787,0.343915,0.466188,-0.0799874
67.91,0.0498367,0.344208,0.465918,-0.107562
67.92,0.0499951,0.3445,0.465649,-0.135134
67.93,0.050154,0.34479,0.465382,-0.162701
67.94,0.0503133,0.345079,0.465115,-0.190265
67.95,0.0504731,0.345366,0.46485,-0.217825
67.96,0.0506334,0.345652,0.464586,-0.245381
67.97,0.0507941,0.345937,0.464323,-0.272933
67.98,0.0509552,0.34622,0.464061,-0.30048
67.99,0.0511168,0.346502,0.463801,-0.328022
68,0.0512789,0.346783,0.463542,-0.35556
68.01,0.0514414,0.347062,0.463283,-0.383093
68.02,0.0516044,0.347339,0.463027,-0.410621
68.03,0.0517678,0.347616,0.462771,-0.438144
68.04,0.0519316,0.347891,0.462516,-0.465661
68.05,0.052096,0.348164,0.462263,-0.493173
68.06,0.0522607,0.348436,0.46201,-0.52068
68.07,0.052426,0.348707,0.461759,-0.548181
68.08,0.0525916,0.348976,0.461509,-0.575675
68.09,0.0527578,0.349244,0.461261,-0.603164
68.1,0.0529244,0.349511,0.461013,-0.630647
68.11,0.0530914,0.349776,0.460767,-0.658124
68.12,0.0532589,0.35004,0.460522,-0.685594
68.13,0.0534269,0.350302,0.460278,-0.713058
68.14,0.0535953,0.350563,0.460035,-0.740515
68.15,0.0537641,0.350823,0.459793,-0.767965
68.16,0.0539334,0.351081,0.459552,-0.795409
68.17,0.0541032,0.351338,0.459313,-0.822846
68.18,0.0542734,0.351594,0.459075,-0.850275
68.19,0.0544441,0.351848,0.458838,-0.877698
68.2,0.0546152,0.352101,0.458602,-0.905113
68.21,0.0547867,0.352352,0.458367,-0.932521
68.22,0.0549588,0.352603,0.458133,-0.959921
68.23,0.0551313,0.352851,0.457901,-0.987314
68.24,0.0553042,0.353099,0.457669,-1.0147
68.25,0.0554776,0.353345,0.457439,-1.04208
68.26,0.0556514,0.353589,0.45721,-1.06945
68.27,0.0558257,0.353833,0.456982,-1.09681
68.28,0.0560005,0.354075,0.456756,-1.12416
68.29,0.0561757,0.354315,0.45653,-1.1515
68.3,0.0563513,0.354554,0.456305,-1.17884
68.31,0.0565274,0.354792,0.456082,-1.20617
68.32,0.056704,0.355029,0.45586,-1.23349
68.33,0.056881,0.355264,0.455639,-1.2608
68.34,0.0570585,0.355498,0.455419,-1.2881
68.35,0.0572364,0.35573,0.4552,-1.3154
68.36,0.0574148,0.355961,0.454982,-1.34268
68.37,0.0575936,0.356191,0.454766,-1.36996
68.38,0.0577729,0.35642,0.45455,-1.39723
68.39,0.0579526,0.356647,0.454336,-1.42449
68.4,0.0581328,0.356872,0.454123,-1.45174
68.41,0.0583135,0.357097,0.453911,-1.47898
68.42,0.0584946,0.35732,0.4537,-1.50621
68.43,0.0586761,0.357542,0.45349,-1.53343
68.44,0.0588581,0.357762,0.453282,-1.56065
68.45,0.0590406,0.357981,0.453074,-1.58785
68.46,0.0592235,0.358199,0.452868,-1.61505
68.47,0.0594069,0.358415,0.452662,-1.64223
68.48,0.0595907,0.35863,0.452458,-1.66941
68.49,0.059775,0.358844,0.452255,-1.69657
68.5,0.0599597,0.359057,0.452053,-1.72373
68.51,0.0601449,0.359268,0.451852,-1.75088
68.52,0.0603306,0.359477,0.451652,-1.77802
68.53,0.0605167,0.359686,0.451453,-1.80514
68.54,0.0607032,0.359893,0.451256,-1.83226
68.55,0.0608902,0.360099,0.451059,-1.85937
68.56,0.0610777,0.360303,0.450864,-1.88647
68.57,0.0612656,0.360506,0.45067,-1.91356
68.58,0.061454,0.360708,0.450477,-1.94064
68.59,0.0616428,0.360909,0.450284,-1.96771
68.6,0.0618321,0.361108,0.450093,-1.99477
68.61,0.0620219,0.361306,0.449904,-2.02182
68.62,0.0622121,0.361502,0.449715,-2.04886
68.63,0.0624028,0.361697,0.449527,-2.07589
68.64,0.0625939,0.361891,0.44934,-2.10291
68.65,0.0627855,0.362084,0.449155,-2.12992
68.66,0.0629775,0.362275,0.44897,-2.15693
68.67,0.06317,0.362465,0.448787,-2.18392
68.68,0.0633629,0.362654,0.448605,-2.2109
68.69,0.0635564,0.362841,0.448424,-2.23787
68.7,0.0637502,0.363027,0.448243,-2.26483
68.71,0.0639446,0.363212,0.448064,-2.29178
68.72,0.0641394,0.363396,0.447886,-2.31873
68.73,0.0643346,0.363578,0.447709,-2.34566
68.74,0.0645303,0.363759,0.447534,-2.37258
68.75,0.0647265,0.363938,0.447359,-2.3995
68.76,0.0649231,0.364117,0.447185,-2.4264
68.77,0.0651202,0.364294,0.447012,-2.45329
68.78,0.0653178,0.364469,0.446841,-2.48018
68.79,0.0655158,0.364644,0.44667,-2.50705
68.8,0.0657143,0.364817,0.446501,-2.53392
68.81,0.0659132,0.364989,0.446333,-2.56077
68.82,0.0661126,0.365159,0.446165,-2.58762
68.83,0.0663125,0.365328,0.445999,-2.61446
68.84,0.0665128,0.365496,0.445834,-2.64129
68.85,0.0667136,0.365663,0.44567,-2.6681
68.86,0.0669149,0.365828,0.445507,-2.69491
68.87,0.0671166,0.365992,0.445345,-2.72171
68.88,0.0673188,0.366155,0.445184,-2.7485
68.89,0.0675215,0.366317,0.445024,-2.77528
68.9,0.0677246,0.366477,0.444865,-2.80206
68.91,0.0679282,0.366636,0.444707,-2.82882
68.92,0.0681323,0.366794,0.44455,-2.85558
68.93,0.0683368,0.36695,0.444394,-2.88232
68.94,0.0685418,0.367105,0.44424,-2.90906
68.95,0.0687473,0.367259,0.444086,-2.93579
68.96,0.0689532,0.367412,0.443933,-2.96251
68.97,0.0691596,0.367563,0.443782,-2.98922
68.98,0.0693665,0.367713,0.443631,-3.01592
68.99,0.0695739,0.367862,0.443482,-3.04262
69,0.0697817,0.368009,0.443333,-3.06931
69.01,0.06999,0.368155,0.443186,-3.09599
69.02,0.0701988,0.3683,0.443039,-3.12266
69.03,0.0704081,0.368444,0.442894,-3.14932
69.04,0.0706178,0.368586,0.44275,-3.17598
69.05,0.0708281,0.368727,0.442606,-3.20262
69.06,0.0710388,0.368867,0.442464,-3.22926
69.07,0.07125,0.369006,0.442323,-3.2559
69.08,0.0714616,0.369143,0.442183,-3.28252
69.09,0.0716738,0.369279,0.442043,-3.30914
69.1,0.0718864,0.369414,0.441905,-3.33575
69.11,0.0720995,0.369548,0.441768,-3.36236
69.12,0.0723131,0.36968,0.441632,-3.38896
69.13,0.0725272,0.369811,0.441497,-3.41555
69.14,0.0727417,0.369941,0.441363,-3.44213
69.15,0.0729568,0.370069,0.441229,-3.46871
69.16,0.0731723,0.370196,0.441097,-3.49528
69.17,0.0733884,0.370322,0.440966,-3.52185
69.18,0.0736049,0.370447,0.440836,-3.54841
69.19,0.0738219,0.370571,0.440707,-3.57497
69.2,0.0740394,0.370693,0.440579,-3.60152
69.21,0.0742574,0.370814,0.440452,-3.62806
69.22,0.074476,0.370933,0.440326,-3.6546
69.23,0.074695,0.371052,0.440201,-3.68113
69.24,0.0749145,0.371169,0.440077,-3.70766
69.25,0.0751345,0.371285,0.439954,-3.73419
69.26,0.075355,0.3714,0.439832,-3.76071
69.27,0.075576,0.371513,0.43971,-3.78722
69.28,0.0757975,0.371626,0.43959,-3.81373
69.29,0.0760195,0.371737,0.439471,-3.84024
69.3,0.076242,0.371846,0.439353,-3.86675
69.31,0.0764651,0.371955,0.439236,-3.89325
69.32,0.0766886,0.372062,0.43912,-3.91974
69.33,0.0769127,0.372168,0.439005,-3.94624
69.34,0.0771372,0.372273,0.438891,-3.97273
69.35,0.0773623,0.372376,0.438778,-3.99922
69.36,0.0775879,0.372479,0.438665,-4.0257
69.37,0.0778141,0.37258,0.438554,-4.05219
69.38,0.0780407,0.372679,0.438444,-4.07867
69.39,0.0782679,0.372778,0.438335,-4.10515
69.4,0.0784956,0.372875,0.438227,-4.13163
69.41,0.0787238,0.372971,0.438119,-4.15811
69.42,0.0789525,0.373066,0.438013,-4.18458
69.43,0.0791818,0.37316,0.437908,-4.21106
69.44,0.0794116,0.373252,0.437804,-4.23754
69.45,0.079642,0.373343,0.4377,-4.26401
69.46,0.0798729,0.373433,0.437598,-4.29049
69.47,0.0801043,0.373522,0.437496,-4.31696
69.48,0.0803362,0.373609,0.437396,-4.34344
69.49,0.0805688,0.373695,0.437297,-4.36992
69.5,0.0808018,0.37378,0.437198,-4.39639
69.51,0.0810354,0.373864,0.437101,-4.42287
69.52,0.0812696,0.373947,0.437004,-4.44935
69.53,0.0815043,0.374028,0.436909,-4.47584
69.54,0.0817395,0.374108,0.436814,-4.50232
69.55,0.0819753,0.374187,0.43672,-4.52881
69.56,0.0822117,0.374264,0.436628,-4.5553
69.57,0.0824487,0.374341,0.436536,-4.5818
69.58,0.0826862,0.374416,0.436445,-4.6083
69.59,0.0829242,0.37449,0.436355,-4.6348
69.6,0.0831629,0.374562,0.436266,-4.6613
69.61,0.0834021,0.374634,0.436179,-4.68781
69.62,0.0836419,0.374704,0.436092,-4.71433
69.63,0.0838823,0.374773,0.436006,-4.74085
69.64,0.0841232,0.374841,0.435921,-4.76738
69.65,0.0843648,0.374907,0.435837,-4.79391
69.66,0.0846069,0.374972,0.435753,-4.82045
69.67,0.0848496,0.375036,0.435671,-4.84699
69.68,0.0850929,0.375099,0.43559,-4.87355
69.69,0.0853369,0.375161,0.43551,-4.90011
69.7,0.0855814,0.375221,0.435431,-4.92667
69.71,0.0858265,0.37528,0.435352,-4.95325
69.72,0.0860722,0.375338,0.435275,-4.97983
69.73,0.0863186,0.375395,0.435198,-5.00642
69.74,0.0865655,0.37545,0.435123,-5.03303
69.75,0.0868131,0.375505,0.435048,-5.05964
69.76,0.0870613,0.375558,0.434975,-5.08626
69.77,0.0873101,0.375609,0.434902,-5.11289
69.78,0.0875595,0.37566,0.43483,-5.13954
69.79,0.0878096,0.375709,0.434759,-5.16619
69.8,0.0880603,0.375757,0.434689,-5.19286
69.81,0.0883117,0.375804,0.43462,-5.21954
69.82,0.0885637,0.37585,0.434552,-5.24623
69.83,0.0888164,0.375894,0.434485,-5.27294
69.84,0.0890697,0.375938,0.434419,-5.29966
69.85,0.0893236,0.37598,0.434354,-5.32639
69.86,0.0895783,0.37602,0.43429,-5.35314
69.87,0.0898336,0.37606,0.434227,-5.3799
69.88,0.0900895,0.376098,0.434164,-5.40668
69.89,0.0903462,0.376135,0.434103,-5.43347
69.9,0.0906035,0.376171,0.434042,-5.46029
69.91,0.0908615,0.376206,0.433983,-5.48711
69.92,0.0911202,0.376239,0.433924,-5.51396
69.93,0.0913796,0.376271,0.433866,-5.54082
69.94,0.0916396,0.376302,0.433809,-5.56771
69.95,0.0919004,0.376332,0.433754,-5.59461
69.96,0.0921619,0.37636,0.433699,-5.62153
69.97,0.0924241,0.376388,0.433645,-5.64847
69.98,0.0926871,0.376414,0.433592,-5.67544
69.99,0.0929507,0.376438,0.43354,-5.70242
70,0.0932151,0.376462,0.433488,-5.72943
70.01,0.0934802,0.376484,0.433438,-5.75646
70.02,0.0937461,0.376505,0.433389,-5.78351
70.03,0.0940127,0.376525,0.43334,-5.81059
70.04,0.0942801,0.376544,0.433293,-5.83769
70.05,0.0945482,0.376561,0.433246,-5.86482
70.06,0.0948171,0.376577,0.433201,-5.89197
70.07,0.0950868,0.376592,0.433156,-5.91915
70.08,0.0953572,0.376606,0.433112,-5.94635
70.09,0.0956284,0.376618,0.433069,-5.97359
70.1,0.0959004,0.37663,0.433027,-6.00085
70.11,0.0961733,0.37664,0.432986,-6.02814
70.12,0.0964469,0.376648,0.432946,-6.05546
70.13,0.0967213,0.376656,0.432907,-6.08281
70.14,0.0969965,0.376662,0.432869,-6.11019
70.15,0.0972726,0.376667,0.432831,-6.1376
70.16,0.0975495,0.376671,0.432795,-6.16505
70.17,0.0978272,0.376673,0.432759,-6.19253
70.18,0.0981058,0.376675,0.432725,-6.22004
70.19,0.0983852,0.376675,0.432691,-6.24759
70.2,0.0986655,0.376673,0.432658,-6.27518
70.21,0.0989467,0.376671,0.432627,-6.3028
70.22,0.0992287,0.376667,0.432596,-6.33046
70.23,0.0995117,0.376662,0.432566,-6.35815
70.24,0.0997955,0.376656,0.432537,-6.38589
70.25,0.10008,0.376649,0.432509,-6.41366
70.26,0.100366,0.37664,0.432481,-6.44148
70.27,0.100652,0.37663,0.432455,-6.46933
70.28,0.10094,0.376619,0.43243,-6.49723
70.29,0.101228,0.376606,0.432405,-6.52517
70.3,0.101518,0.376592,0.432382,-6.55316
70.31,0.101808,0.376577,0.432359,-6.58119
70.32,0.102099,0.376561,0.432338,-6.60927
70.33,0.102391,0.376544,0.432317,-6.63739
70.34,0.102685,0.376525,0.432297,-6.66556
70.35,0.102979,0.376505,0.432278,-6.69378
70.36,0.103274,0.376483,0.43226,-6.72205
70.37,0.10357,0.376461,0.432243,-6.75037
70.38,0.103868,0.376437,0.432227,-6.77875
70.39,0.104166,0.376412,0.432212,-6.80717
70.4,0.104465,0.376385,0.432198,-6.83565
70.41,0.104766,0.376358,0.432185,-6.86418
70.42,0.105067,0.376329,0.432172,-6.89277
70.43,0.10537,0.376298,0.432161,-6.92142
70.44,0.105673,0.376267,0.43215,-6.95013
70.45,0.105978,0.376234,0.432141,-6.97889
70.46,0.106284,0.3762,0.432132,-7.00772
70.47,0.106591,0.376164,0.432124,-7.03661
70.48,0.106899,0.376127,0.432118,-7.06556
70.49,0.107208,0.376089,0.432112,-7.09457
70.5,0.107518,0.37605,0.432107,-7.12365
70.51,0.10783,0.376009,0.432103,-7.1528
70.52,0.108143,0.375967,0.4321,-7.18201
70.53,0.108457,0.375924,0.432098,-7.21129
70.54,0.108772,0.37588,0.432096,-7.24065
70.55,0.109088,0.375834,0.432096,-7.27007
70.56,0.109406,0.375786,0.432097,-7.29957
70.57,0.109725,0.375738,0.432099,-7.32915
70.58,0.110045,0.375688,0.432101,-7.3588
70.59,0.110367,0.375637,0.432105,-7.38853
70.6,0.110689,0.375584,0.432109,-7.41833
70.61,0.111013,0.375531,0.432115,-7.44822
70.62,0.111339,0.375475,0.432121,-7.47819
70.63,0.111666,0.375419,0.432128,-7.50824
70.64,0.111994,0.375361,0.432137,-7.53838
70.65,0.112323,0.375302,0.432146,-7.5686
70.66,0.112654,0.375241,0.432156,-7.59891
70.67,0.112986,0.375179,0.432167,-7.62932
70.68,0.11332,0.375116,0.432179,-7.65981
70.69,0.113655,0.375051,0.432192,-7.6904
70.7,0.113992,0.374985,0.432206,-7.72108
70.71,0.11433,0.374918,0.432221,-7.75186
70.72,0.11467,0.374849,0.432237,-7.78274
70.73,0.115011,0.374779,0.432254,-7.81372
70.74,0.115354,0.374708,0.432272,-7.8448
70.75,0.115698,0.374635,0.432291,-7.87598
70.76,0.116044,0.37456,0.432311,-7.90727
70.77,0.116392,0.374485,0.432332,-7.93867
70.78,0.116741,0.374408,0.432354,-7.97018
70.79,0.117092,0.374329,0.432376,-8.00181
70.8,0.117444,0.374249,0.4324,-8.03354
70.81,0.117798,0.374168,0.432425,-8.0654
70.82,0.118154,0.374085,0.432451,-8.09737
70.83,0.118512,0.374001,0.432477,-8.12946
70.84,0.118871,0.373915,0.432505,-8.16168
70.85,0.119232,0.373828,0.432534,-8.19402
70.86,0.119595,0.37374,0.432564,-8.22649
70.87,0.11996,0.37365,0.432594,-8.25909
70.88,0.120327,0.373559,0.432626,-8.29182
70.89,0.120695,0.373466,0.432659,-8.32469
70.9,0.121066,0.373371,0.432693,-8.3577
70.91,0.121438,0.373276,0.432727,-8.39084
70.92,0.121813,0.373178,0.432763,-8.42413
70.93,0.122189,0.37308,0.4328,-8.45757
70.94,0.122568,0.372979,0.432838,-8.49115
70.95,0.122948,0.372878,0.432877,-8.52488
70.96,0.123331,0.372774,0.432917,-8.55877
70.97,0.123715,0.37267,0.432958,-8.59282
70.98,0.124102,0.372563,0.433,-8.62703
70.99,0.124491,0.372456,0.433043,-8.6614
71,0.124883,0.372346,0.433087,-8.69593
71.01,0.125276,0.372235,0.433132,-8.73064
71.02,0.125672,0.372123,0.433178,-8.76552
71.03,0.12607,0.372009,0.433225,-8.80057
71.04,0.126471,0.371893,0.433274,-8.8358
71.05,0.126874,0.371776,0.433323,-8.87122
71.06,0.127279,0.371657,0.433374,-8.90682
71.07,0.127687,0.371537,0.433425,-8.94262
71.08,0.128097,0.371415,0.433478,-8.97861
71.09,0.12851,0.371291,0.433532,-9.01479
71.1,0.128925,0.371166,0.433587,-9.05118
71.11,0.129343,0.371039,0.433642,-9.08777
71.12,0.129764,0.370911,0.4337,-9.12457
71.13,0.130187,0.370781,0.433758,-9.16159
71.14,0.130613,0.370649,0.433817,-9.19882
71.15,0.131042,0.370516,0.433877,-9.23628
71.16,0.131474,0.37038,0.433939,-9.27396
71.17,0.131909,0.370244,0.434002,-9.31188
71.18,0.132347,0.370105,0.434066,-9.35003
71.19,0.132787,0.369965,0.434131,-9.38842
71.2,0.133231,0.369823,0.434197,-9.42706
71.21,0.133678,0.369679,0.434264,-9.46594
71.22,0.134128,0.369534,0.434333,-9.50509
71.23,0.134581,0.369386,0.434402,-9.54449
71.24,0.135038,0.369237,0.434473,-9.58416
71.25,0.135497,0.369086,0.434545,-9.62411
71.26,0.13596,0.368934,0.434619,-9.66433
71.27,0.136427,0.368779,0.434693,-9.70483
71.28,0.136897,0.368623,0.434769,-9.74562
71.29,0.137371,0.368465,0.434846,-9.78671
71.3,0.137848,0.368305,0.434924,-9.8281
71.31,0.138329,0.368143,0.435003,-9.8698
71.32,0.138814,0.367979,0.435084,-9.91181
71.33,0.139302,0.367813,0.435166,-9.95415
71.34,0.139794,0.367646,0.435249,-9.99681
71.35,0.140291,0.367476,0.435334,-10.0398
71.36,0.140791,0.367304,0.43542,-10.0831
71.37,0.141296,0.367131,0.435507,-10.1268
71.38,0.141805,0.366955,0.435595,-10.1709
71.39,0.142318,0.366778,0.435685,-10.2153
71.4,0.142835,0.366598,0.435776,-10.2601
71.41,0.143357,0.366417,0.435868,-10.3052
71.42,0.143883,0.366233,0.435962,-10.3508
71.43,0.144414,0.366047,0.436057,-10.3967
71.44,0.14495,0.365859,0.436154,-10.4431
71.45,0.14549,0.365669,0.436252,-10.4899
71.46,0.146036,0.365477,0.436351,-10.5371
71.47,0.146586,0.365282,0.436452,-10.5847
71.48,0.147141,0.365086,0.436554,-10.6328
71.49,0.147702,0.364887,0.436658,-10.6813
71.5,0.148268,0.364686,0.436763,-10.7304
71.51,0.148839,0.364482,0.43687,-10.7798
71.52,0.149416,0.364277,0.436978,-10.8298
71.53,0.149999,0.364069,0.437087,-10.8803
71.54,0.150587,0.363858,0.437199,-10.9313
71.55,0.151181,0.363645,0.437311,-10.9828
71.56,0.151782,0.36343,0.437426,-11.0348
71.57,0.152388,0.363212,0.437541,-11.0874
71.58,0.153001,0.362992,0.437659,-11.1406
71.59,0.15362,0.36277,0.437778,-11.1943
71.6,0.154245,0.362545,0.437899,-11.2487
71.61,0.154877,0.362317,0.438021,-11.3036
71.62,0.155517,0.362086,0.438145,-11.3591
71.63,0.156163,0.361854,0.438271,-11.4153
71.64,0.156816,0.361618,0.438398,-11.4722
71.65,0.157476,0.36138,0.438527,-11.5297
71.66,0.158145,0.361138,0.438658,-11.5879
71.67,0.15882,0.360895,0.438791,-11.6468
71.68,0.159504,0.360648,0.438925,-11.7064
71.69,0.160195,0.360398,0.439062,-11.7667
71.7,0.160895,0.360146,0.4392,-11.8279
71.71,0.161603,0.35989,0.43934,-11.8898
71.72,0.16232,0.359632,0.439482,-11.9525
71.73,0.163046,0.35937,0.439626,-12.016
71.74,0.16378,0.359106,0.439772,-12.0803
71.75,0.164524,0.358838,0.43992,-12.1455
71.76,0.165278,0.358567,0.44007,-12.2117
71.77,0.166041,0.358293,0.440221,-12.2787
71.78,0.166814,0.358016,0.440375,-12.3467
71.79,0.167597,0.357735,0.440532,-12.4156
71.8,0.16839,0.357451,0.44069,-12.4855
71.81,0.169195,0.357163,0.44085,-12.5564
71.82,0.17001,0.356872,0.441013,-12.6284
71.83,0.170837,0.356577,0.441178,-12.7015
71.84,0.171675,0.356279,0.441345,-12.7757
71.85,0.172525,0.355977,0.441514,-12.851
71.86,0.173388,0.355671,0.441686,-12.9275
71.87,0.174263,0.355361,0.441861,-13.0052
71.88,0.17515,0.355048,0.442037,-13.0841
71.89,0.176051,0.35473,0.442217,-13.1644
71.9,0.176966,0.354408,0.442398,-13.2459
